site_id,flow_type,functional_unit,normalization_key,allocation_factor,unit,activity_name,mining_processing_type,archetypes,npv,operation_periods,data_source,value_formula,parameter_distribution,value_normalized,reference_mass_unit
QC-MAIN-c0660aec,transformation_to,Cu concentrate,land_concentrate_economic,0.003859237362487364,m2,Underground mining and beneficiation at Goldex,"Underground, concentrator",Au–Ag polymetallic,Unspecified NPV,2008–2011; 2013–open,MetalliCan,,,0.0019898400984171595,kg
QC-MAIN-c0660aec,occupation,Cu concentrate,land_concentrate_economic,0.003859237362487364,m2*year,Underground mining and beneficiation at Goldex,"Underground, concentrator",Au–Ag polymetallic,Unspecified NPV,2008–2011; 2013–open,MetalliCan,,,0.03979680196834319,kg
QC-MAIN-c0660aec,transformation_from,Doré,land_concentrate_economic,0.9961407626375127,m2,Underground mining and beneficiation at Goldex,"Underground, concentrator",Au–Ag polymetallic,Unspecified NPV,2008–2011; 2013–open,MetalliCan,,,14.936240122570034,kg
QC-MAIN-c0660aec,transformation_to,Doré,land_concentrate_economic,0.9961407626375127,m2,Underground mining and beneficiation at Goldex,"Underground, concentrator",Au–Ag polymetallic,Unspecified NPV,2008–2011; 2013–open,MetalliCan,,,14.936240122570034,kg
QC-MAIN-c0660aec,occupation,Doré,land_concentrate_economic,0.9961407626375127,m2*year,Underground mining and beneficiation at Goldex,"Underground, concentrator",Au–Ag polymetallic,Unspecified NPV,2008–2011; 2013–open,MetalliCan,,,298.7248024514007,kg
QC-MAIN-de3d8b7b,transformation_from,Pb concentrate,land_concentrate_economic,1.0,m2,Refining at Canadian Electrolytic Zinc Limited (CEZinc),Refinery,Zn refinery,Unspecified NPV,,MetalliCan,,,0.00015313794008797136,kg
QC-MAIN-de3d8b7b,transformation_to,Pb concentrate,land_concentrate_economic,1.0,m2,Refining at Canadian Electrolytic Zinc Limited (CEZinc),Refinery,Zn refinery,Unspecified NPV,,MetalliCan,,,0.00015313794008797136,kg
QC-MAIN-de3d8b7b,occupation,Pb concentrate,land_concentrate_economic,1.0,m2*year,Refining at Canadian Electrolytic Zinc Limited (CEZinc),Refinery,Zn refinery,Unspecified NPV,,MetalliCan,,,0.0030627588017594276,kg
QC-MAIN-e51eda66,transformation_from,Cu concentrate,land_concentrate_economic,0.09772240804218515,m2,Underground mining and beneficiation at LaRonde,"Underground, concentrator",Au–Ag polymetallic,Cool Mixed Forest,1988–open,MetalliCan,,,0.0031696344531630463,kg
QC-MAIN-e51eda66,transformation_to,Cu concentrate,land_concentrate_economic,0.09772240804218515,m2,Underground mining and beneficiation at LaRonde,"Underground, concentrator",Au–Ag polymetallic,Cool Mixed Forest,1988–open,MetalliCan,,,0.0031696344531630463,kg
QC-MAIN-e51eda66,occupation,Cu concentrate,land_concentrate_economic,0.09772240804218515,m2*year,Underground mining and beneficiation at LaRonde,"Underground, concentrator",Au–Ag polymetallic,Cool Mixed Forest,1988–open,MetalliCan,,,0.06339268906326093,kg
QC-MAIN-e51eda66,transformation_from,Zn concentrate,land_concentrate_economic,0.06548662801881933,m2,Underground mining and beneficiation at LaRonde,"Underground, concentrator",Au–Ag polymetallic,Cool Mixed Forest,1988–open,MetalliCan,,,0.0011848527868021823,kg
QC-MAIN-e51eda66,transformation_to,Zn concentrate,land_concentrate_economic,0.06548662801881933,m2,Underground mining and beneficiation at LaRonde,"Underground, concentrator",Au–Ag polymetallic,Cool Mixed Forest,1988–open,MetalliCan,,,0.0011848527868021823,kg
QC-MAIN-e51eda66,occupation,Zn concentrate,land_concentrate_economic,0.06548662801881933,m2*year,Underground mining and beneficiation at LaRonde,"Underground, concentrator",Au–Ag polymetallic,Cool Mixed Forest,1988–open,MetalliCan,,,0.023697055736043644,kg
QC-MAIN-e51eda66,transformation_from,Doré,land_concentrate_economic,0.8367909639389955,m2,Underground mining and beneficiation at LaRonde,"Underground, concentrator",Au–Ag polymetallic,Cool Mixed Forest,1988–open,MetalliCan,,,23.792073207728233,kg
QC-MAIN-e51eda66,transformation_to,Doré,land_concentrate_economic,0.8367909639389955,m2,Underground mining and beneficiation at LaRonde,"Underground, concentrator",Au–Ag polymetallic,Cool Mixed Forest,1988–open,MetalliCan,,,23.792073207728233,kg
QC-MAIN-e51eda66,occupation,Doré,land_concentrate_economic,0.8367909639389955,m2*year,Underground mining and beneficiation at LaRonde,"Underground, concentrator",Au–Ag polymetallic,Cool Mixed Forest,1988–open,MetalliCan,,,475.84146415456473,kg
QC-MAIN-e7e6a960,transformation_from,Doré,land_concentrate_economic,1.0,m2,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Au–Ag free-milling,Cool Mixed Forest,1935–1965; 2011–open,MetalliCan,,,32.76397785514656,kg
QC-MAIN-e7e6a960,transformation_to,Doré,land_concentrate_economic,1.0,m2,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Au–Ag free-milling,Cool Mixed Forest,1935–1965; 2011–open,MetalliCan,,,32.76397785514656,kg
QC-MAIN-e7e6a960,occupation,Doré,land_concentrate_economic,1.0,m2*year,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Au–Ag free-milling,Cool Mixed Forest,1935–1965; 2011–open,MetalliCan,,,655.2795571029311,kg
QC-MAIN-f9e41c2a,transformation_from,Doré,land_concentrate_economic,1.0,m2,Underground mining and beneficiation at Lamaque,"Underground, concentrator",Au–Ag free-milling,Cool Mixed Forest,,MetalliCan,,,75.03056199367532,kg
QC-MAIN-f9e41c2a,transformation_to,Doré,land_concentrate_economic,1.0,m2,Underground mining and beneficiation at Lamaque,"Underground, concentrator",Au–Ag free-milling,Cool Mixed Forest,,MetalliCan,,,75.03056199367532,kg
QC-MAIN-f9e41c2a,occupation,Doré,land_concentrate_economic,1.0,m2*year,Underground mining and beneficiation at Lamaque,"Underground, concentrator",Au–Ag free-milling,Cool Mixed Forest,,MetalliCan,,,1500.6112398735063,kg
YT-MAIN-44857446,transformation_from,Zn concentrate,land_concentrate_economic,0.6212525602919646,m2,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",Ag polymetallic,Cold Evergreen Needleleaf Forest,,MetalliCan,,,0.06140139729702307,kg
YT-MAIN-44857446,transformation_to,Zn concentrate,land_concentrate_economic,0.6212525602919646,m2,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",Ag polymetallic,Cold Evergreen Needleleaf Forest,,MetalliCan,,,0.06140139729702307,kg
YT-MAIN-44857446,occupation,Zn concentrate,land_concentrate_economic,0.6212525602919646,m2*year,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",Ag polymetallic,Cold Evergreen Needleleaf Forest,,MetalliCan,,,1.2280279459404615,kg
YT-MAIN-44857446,transformation_from,Pb concentrate,land_concentrate_economic,0.3787474397080354,m2,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",Ag polymetallic,Cold Evergreen Needleleaf Forest,,MetalliCan,,,0.0491004534522693,kg
YT-MAIN-44857446,transformation_to,Pb concentrate,land_concentrate_economic,0.3787474397080354,m2,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",Ag polymetallic,Cold Evergreen Needleleaf Forest,,MetalliCan,,,0.0491004534522693,kg
YT-MAIN-44857446,occupation,Pb concentrate,land_concentrate_economic,0.3787474397080354,m2*year,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",Ag polymetallic,Cold Evergreen Needleleaf Forest,,MetalliCan,,,0.982009069045386,kg
GRP-0a2c0d69,transformation_from,Doré,land_concentrate_economic,1.0,m2,Open-pit and underground mining at Meadowbank complex,Concentrator,Au–Ag free-milling,Unspecified NPV,2010–open,MetalliCan,,,21.633635197799556,kg
GRP-0a2c0d69,transformation_to,Doré,land_concentrate_economic,1.0,m2,Open-pit and underground mining at Meadowbank complex,Concentrator,Au–Ag free-milling,Unspecified NPV,2010–open,MetalliCan,,,21.633635197799556,kg
GRP-0a2c0d69,occupation,Doré,land_concentrate_economic,1.0,m2*year,Open-pit and underground mining at Meadowbank complex,Concentrator,Au–Ag free-milling,Unspecified NPV,2010–open,MetalliCan,,,432.6727039559911,kg
GRP-0d911886,transformation_from,Doré,land_concentrate_economic,1.0,m2,Open-pit and underground mining at Porcupine complex,"Underground, Open-pit",Au–Ag free-milling,Unspecified NPV,1941–1949; 1983–open,MetalliCan,,,100.39547358377496,kg
GRP-0d911886,transformation_to,Doré,land_concentrate_economic,1.0,m2,Open-pit and underground mining at Porcupine complex,"Underground, Open-pit",Au–Ag free-milling,Unspecified NPV,1941–1949; 1983–open,MetalliCan,,,100.39547358377496,kg
GRP-0d911886,occupation,Doré,land_concentrate_economic,1.0,m2*year,Open-pit and underground mining at Porcupine complex,"Underground, Open-pit",Au–Ag free-milling,Unspecified NPV,1941–1949; 1983–open,MetalliCan,,,2007.9094716754994,kg
GRP-147b3123,transformation_from,Doré,land_concentrate_economic,1.0,m2,Underground mining and beneficiation at Timmins Operation,Underground,Au–Ag free-milling,Unspecified NPV,2011–open,MetalliCan,,,17.359887790136867,kg
GRP-147b3123,transformation_to,Doré,land_concentrate_economic,1.0,m2,Underground mining and beneficiation at Timmins Operation,Underground,Au–Ag free-milling,Unspecified NPV,2011–open,MetalliCan,,,17.359887790136867,kg
GRP-147b3123,occupation,Doré,land_concentrate_economic,1.0,m2*year,Underground mining and beneficiation at Timmins Operation,Underground,Au–Ag free-milling,Unspecified NPV,2011–open,MetalliCan,,,347.19775580273733,kg
GRP-14bfbb82,transformation_from,Doré,land_concentrate_economic,1.0,m2,Underground mining and beneficiation at Seabee Gold Operation,Concentrator,Au–Ag free-milling,Unspecified NPV,,MetalliCan,,,21.01505645562442,kg
GRP-14bfbb82,transformation_to,Doré,land_concentrate_economic,1.0,m2,Underground mining and beneficiation at Seabee Gold Operation,Concentrator,Au–Ag free-milling,Unspecified NPV,,MetalliCan,,,21.01505645562442,kg
GRP-14bfbb82,occupation,Doré,land_concentrate_economic,1.0,m2*year,Underground mining and beneficiation at Seabee Gold Operation,Concentrator,Au–Ag free-milling,Unspecified NPV,,MetalliCan,,,420.30112911248847,kg
GRP-21eee27d,transformation_from,U concentrate,land_concentrate_economic,1.0,m2,Underground mining and beneficiation at Key Lake + McArthur River,"Concentrator, Underground",High-grade U mine + mill,Cold Evergreen Needleleaf Forest,,MetalliCan,,,0.07975540521331798,kg
GRP-21eee27d,transformation_to,U concentrate,land_concentrate_economic,1.0,m2,Underground mining and beneficiation at Key Lake + McArthur River,"Concentrator, Underground",High-grade U mine + mill,Cold Evergreen Needleleaf Forest,,MetalliCan,,,0.07975540521331798,kg
GRP-21eee27d,occupation,U concentrate,land_concentrate_economic,1.0,m2*year,Underground mining and beneficiation at Key Lake + McArthur River,"Concentrator, Underground",High-grade U mine + mill,Cold Evergreen Needleleaf Forest,,MetalliCan,,,1.5951081042663593,kg
GRP-91aaa60b,transformation_from,U concentrate,land_concentrate_economic,1.0,m2,Underground mining and beneficiation at Cigar Lake + McClean Lake,"Concentrator, Underground",High-grade U mine + mill,Cold Evergreen Needleleaf Forest,2015–open,MetalliCan,,,0.029461021058732953,kg
GRP-91aaa60b,transformation_to,U concentrate,land_concentrate_economic,1.0,m2,Underground mining and beneficiation at Cigar Lake + McClean Lake,"Concentrator, Underground",High-grade U mine + mill,Cold Evergreen Needleleaf Forest,2015–open,MetalliCan,,,0.029461021058732953,kg
GRP-91aaa60b,occupation,U concentrate,land_concentrate_economic,1.0,m2*year,Underground mining and beneficiation at Cigar Lake + McClean Lake,"Concentrator, Underground",High-grade U mine + mill,Cold Evergreen Needleleaf Forest,2015–open,MetalliCan,,,0.5892204211746591,kg
GRP-a13779f8,transformation_from,Cu concentrate,land_concentrate_economic,0.12903991169620735,m2,Underground mining and beneficiation at Snow Lake,"Concentrator, Underground",Au–Ag polymetallic,Unspecified NPV,"2013–open, 1949–2000; 2021–open",MetalliCan,,,0.0004943517826667156,kg
GRP-a13779f8,transformation_to,Cu concentrate,land_concentrate_economic,0.12903991169620735,m2,Underground mining and beneficiation at Snow Lake,"Concentrator, Underground",Au–Ag polymetallic,Unspecified NPV,"2013–open, 1949–2000; 2021–open",MetalliCan,,,0.0004943517826667156,kg
GRP-a13779f8,occupation,Cu concentrate,land_concentrate_economic,0.12903991169620735,m2*year,Underground mining and beneficiation at Snow Lake,"Concentrator, Underground",Au–Ag polymetallic,Unspecified NPV,"2013–open, 1949–2000; 2021–open",MetalliCan,,,0.009887035653334311,kg
GRP-a13779f8,transformation_from,Zn concentrate,land_concentrate_economic,0.08249245877008354,m2,Underground mining and beneficiation at Snow Lake,"Concentrator, Underground",Au–Ag polymetallic,Unspecified NPV,"2013–open, 1949–2000; 2021–open",MetalliCan,,,0.00018479546963807392,kg
GRP-a13779f8,transformation_to,Zn concentrate,land_concentrate_economic,0.08249245877008354,m2,Underground mining and beneficiation at Snow Lake,"Concentrator, Underground",Au–Ag polymetallic,Unspecified NPV,"2013–open, 1949–2000; 2021–open",MetalliCan,,,0.00018479546963807392,kg
GRP-a13779f8,occupation,Zn concentrate,land_concentrate_economic,0.08249245877008354,m2*year,Underground mining and beneficiation at Snow Lake,"Concentrator, Underground",Au–Ag polymetallic,Unspecified NPV,"2013–open, 1949–2000; 2021–open",MetalliCan,,,0.0036959093927614785,kg
GRP-a13779f8,transformation_from,Doré,land_concentrate_economic,0.7884676295337092,m2,Underground mining and beneficiation at Snow Lake,"Concentrator, Underground",Au–Ag polymetallic,Unspecified NPV,"2013–open, 1949–2000; 2021–open",MetalliCan,,,3.7107287850938926,kg
GRP-a13779f8,transformation_to,Doré,land_concentrate_economic,0.7884676295337092,m2,Underground mining and beneficiation at Snow Lake,"Concentrator, Underground",Au–Ag polymetallic,Unspecified NPV,"2013–open, 1949–2000; 2021–open",MetalliCan,,,3.7107287850938926,kg
GRP-a13779f8,occupation,Doré,land_concentrate_economic,0.7884676295337092,m2*year,Underground mining and beneficiation at Snow Lake,"Concentrator, Underground",Au–Ag polymetallic,Unspecified NPV,"2013–open, 1949–2000; 2021–open",MetalliCan,,,74.21457570187785,kg
BC-MAIN-857b7b89,transformation_from,Doré,land_concentrate_economic,1.0,m2,Underground mining and beneficiation at Brucejack,"Underground, concentrator",Au–Ag free-milling,Low and High Shrub Tundra,,Inference | land | underground | Au–Ag free-milling,ore_processed_t * 1.5,,13.526585044481633,kg
BC-MAIN-857b7b89,transformation_to,Doré,land_concentrate_economic,1.0,m2,Underground mining and beneficiation at Brucejack,"Underground, concentrator",Au–Ag free-milling,Low and High Shrub Tundra,,Inference | land | underground | Au–Ag free-milling,ore_processed_t * 1.5,,13.526585044481633,kg
BC-MAIN-857b7b89,occupation,Doré,land_concentrate_economic,1.0,m2*year,Underground mining and beneficiation at Brucejack,"Underground, concentrator",Au–Ag free-milling,Low and High Shrub Tundra,,Inference | land | underground | Au–Ag free-milling,ore_processed_t * 1.5,,270.5317008896327,kg
ON-MAIN-687b8c8d,transformation_from,Doré,land_concentrate_economic,1.0,m2,Underground mining and beneficiation at Island,"Underground, concentrator",Au–Ag free-milling,Cool Mixed Forest,,Inference | land | underground | Au–Ag free-milling,ore_processed_t * 1.5,,7.895054756424141,kg
ON-MAIN-687b8c8d,transformation_to,Doré,land_concentrate_economic,1.0,m2,Underground mining and beneficiation at Island,"Underground, concentrator",Au–Ag free-milling,Cool Mixed Forest,,Inference | land | underground | Au–Ag free-milling,ore_processed_t * 1.5,,7.895054756424141,kg
ON-MAIN-687b8c8d,occupation,Doré,land_concentrate_economic,1.0,m2*year,Underground mining and beneficiation at Island,"Underground, concentrator",Au–Ag free-milling,Cool Mixed Forest,,Inference | land | underground | Au–Ag free-milling,ore_processed_t * 1.5,,157.90109512848284,kg
NU-MAIN-8b0264c9,transformation_from,Doré,land_concentrate_economic,1.0,m2,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Au–Ag free-milling,Cold Evergreen Needleleaf Forest,,Inference | land | open-pit regression,3.84e3 * ore_processed_t **0.51,,24.754491022214992,kg
NU-MAIN-8b0264c9,transformation_to,Doré,land_concentrate_economic,1.0,m2,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Au–Ag free-milling,Cold Evergreen Needleleaf Forest,,Inference | land | open-pit regression,3.84e3 * ore_processed_t **0.51,,24.754491022214992,kg
NU-MAIN-8b0264c9,occupation,Doré,land_concentrate_economic,1.0,m2*year,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Au–Ag free-milling,Cold Evergreen Needleleaf Forest,,Inference | land | open-pit regression,3.84e3 * ore_processed_t **0.51,,495.08982044429985,kg
QC-MAIN-5ce331b8,transformation_from,Ni concentrate,land_concentrate_economic,1.0,m2,Open-pit and underground mining and beneficiation at Nunavik Nickel,"Open-pit, underground, concentrator",Ni–Cu sulfide,Low and High Shrub Tundra,,Inference | land | open-pit regression,3.84e3 * ore_processed_t **0.51,,0.0016179729416831217,kg
QC-MAIN-5ce331b8,transformation_to,Ni concentrate,land_concentrate_economic,1.0,m2,Open-pit and underground mining and beneficiation at Nunavik Nickel,"Open-pit, underground, concentrator",Ni–Cu sulfide,Low and High Shrub Tundra,,Inference | land | open-pit regression,3.84e3 * ore_processed_t **0.51,,0.0016179729416831217,kg
QC-MAIN-5ce331b8,occupation,Ni concentrate,land_concentrate_economic,1.0,m2*year,Open-pit and underground mining and beneficiation at Nunavik Nickel,"Open-pit, underground, concentrator",Ni–Cu sulfide,Low and High Shrub Tundra,,Inference | land | open-pit regression,3.84e3 * ore_processed_t **0.51,,0.03235945883366244,kg
ON-MAIN-f4fc3276,transformation_from,Doré,land_concentrate_economic,1.0,m2,Underground mining and beneficiation at Sugar Zone,"Underground, concentrator",Au–Ag free-milling,Cool Mixed Forest,,Inference | land | underground | Au–Ag free-milling,ore_processed_t * 1.5,,14.344548570686626,kg
ON-MAIN-f4fc3276,transformation_to,Doré,land_concentrate_economic,1.0,m2,Underground mining and beneficiation at Sugar Zone,"Underground, concentrator",Au–Ag free-milling,Cool Mixed Forest,,Inference | land | underground | Au–Ag free-milling,ore_processed_t * 1.5,,14.344548570686626,kg
ON-MAIN-f4fc3276,occupation,Doré,land_concentrate_economic,1.0,m2*year,Underground mining and beneficiation at Sugar Zone,"Underground, concentrator",Au–Ag free-milling,Cool Mixed Forest,,Inference | land | underground | Au–Ag free-milling,ore_processed_t * 1.5,,286.89097141373253,kg
MB-MAIN-e0a6250e,transformation_from,Ni concentrate,land_concentrate_economic,1.0,m2,Open-pit and underground mining and beneficiation at Thompson (T-1 and T-3),"Open-pit, underground, concentrator",Ni–Cu sulfide,Cold Evergreen Needleleaf Forest,,Inference | land | open-pit regression,3.84e3 * ore_processed_t **0.51,,0.0030203341055628106,kg
MB-MAIN-e0a6250e,transformation_to,Ni concentrate,land_concentrate_economic,1.0,m2,Open-pit and underground mining and beneficiation at Thompson (T-1 and T-3),"Open-pit, underground, concentrator",Ni–Cu sulfide,Cold Evergreen Needleleaf Forest,,Inference | land | open-pit regression,3.84e3 * ore_processed_t **0.51,,0.0030203341055628106,kg
MB-MAIN-e0a6250e,occupation,Ni concentrate,land_concentrate_economic,1.0,m2*year,Open-pit and underground mining and beneficiation at Thompson (T-1 and T-3),"Open-pit, underground, concentrator",Ni–Cu sulfide,Cold Evergreen Needleleaf Forest,,Inference | land | open-pit regression,3.84e3 * ore_processed_t **0.51,,0.06040668211125621,kg
NL-MAIN-2d8801d6,transformation_from,Ni concentrate,land_concentrate_economic,1.0,m2,Open-pit and underground mining and beneficiation at Voisey’s Bay,"Open-pit, underground, concentrator",Ni–Cu sulfide,Cold Evergreen Needleleaf Forest,,Inference | land | open-pit regression,3.84e3 * ore_processed_t **0.51,,0.0023228903772767036,kg
NL-MAIN-2d8801d6,transformation_to,Ni concentrate,land_concentrate_economic,1.0,m2,Open-pit and underground mining and beneficiation at Voisey’s Bay,"Open-pit, underground, concentrator",Ni–Cu sulfide,Cold Evergreen Needleleaf Forest,,Inference | land | open-pit regression,3.84e3 * ore_processed_t **0.51,,0.0023228903772767036,kg
NL-MAIN-2d8801d6,occupation,Ni concentrate,land_concentrate_economic,1.0,m2*year,Open-pit and underground mining and beneficiation at Voisey’s Bay,"Open-pit, underground, concentrator",Ni–Cu sulfide,Cold Evergreen Needleleaf Forest,,Inference | land | open-pit regression,3.84e3 * ore_processed_t **0.51,,0.04645780754553407,kg
