main_id,facility_group_id,company_id,year,flow_type,subflow_type_agg,value_normalized_sum,ore_type,mining_method,mining_submethod,facility_name,facility_group_name,company_name,city,province,status,activity_status,development_stage,facility_type,mining_processing_type,commodity_group,commodities,owners,operators,operation_periods,company_URL,facility_URL,MDO_URL,source_id,facility_id
BC-MAIN-599152a0,nan,CMP-12afc634,2023,Energy,Diesel,11.79804819,Sulfide,Concentrator,,Copper Mountain,,Hudbay Minerals Inc,Princeton,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,"Copper, gold, silver",Hudbay Minerals Inc (100%),Copper Mountain Mine Ltd,1884–1958; 2011–open,https://hudbayminerals.com/canada/default.aspx,-,https://miningdataonline.com/property/1/copper-mountain-mine.aspx,,BC-MAIN-599152a0
BC-MAIN-599152a0,nan,CMP-12afc634,2023,Energy,Electricity,286.7904995,Sulfide,Concentrator,,Copper Mountain,,Hudbay Minerals Inc,Princeton,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,"Copper, gold, silver",Hudbay Minerals Inc (100%),Copper Mountain Mine Ltd,1884–1958; 2011–open,https://hudbayminerals.com/canada/default.aspx,-,https://miningdataonline.com/property/1/copper-mountain-mine.aspx,,BC-MAIN-599152a0
BC-MAIN-599152a0,nan,CMP-12afc634,2023,Energy,Gasoline,0.053627492,Sulfide,Concentrator,,Copper Mountain,,Hudbay Minerals Inc,Princeton,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,"Copper, gold, silver",Hudbay Minerals Inc (100%),Copper Mountain Mine Ltd,1884–1958; 2011–open,https://hudbayminerals.com/canada/default.aspx,-,https://miningdataonline.com/property/1/copper-mountain-mine.aspx,,BC-MAIN-599152a0
BC-MAIN-599152a0,nan,CMP-12afc634,2023,Energy,LPG-Propane,1.474756024,Sulfide,Concentrator,,Copper Mountain,,Hudbay Minerals Inc,Princeton,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,"Copper, gold, silver",Hudbay Minerals Inc (100%),Copper Mountain Mine Ltd,1884–1958; 2011–open,https://hudbayminerals.com/canada/default.aspx,-,https://miningdataonline.com/property/1/copper-mountain-mine.aspx,,BC-MAIN-599152a0
BC-MAIN-6b4800fe,nan,CMP-e35f138c,2023,Energy,Diesel,56.12176667,Sulfide,"OP, concentrator",Surface – Truck & Shovel,Gibraltar,,Taseko Mines Limited,north of Williams Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,"Copper, molybdenum, silver",Taseko Mines Limited (100%),,1972–1998; 2004–open,https://www.tasekomines.com/,https://www.tasekomines.com/properties/gibraltar-mine/,https://miningdataonline.com/property/2/Gibraltar-Mine.aspx,,BC-MAIN-6b4800fe
BC-MAIN-6b4800fe,nan,CMP-e35f138c,2023,Energy,Electricity,56.52216667,Sulfide,"OP, concentrator",Surface – Truck & Shovel,Gibraltar,,Taseko Mines Limited,north of Williams Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,"Copper, molybdenum, silver",Taseko Mines Limited (100%),,1972–1998; 2004–open,https://www.tasekomines.com/,https://www.tasekomines.com/properties/gibraltar-mine/,https://miningdataonline.com/property/2/Gibraltar-Mine.aspx,,BC-MAIN-6b4800fe
BC-MAIN-6b4800fe,nan,CMP-e35f138c,2023,Energy,Gasoline,1.293033333,Sulfide,"OP, concentrator",Surface – Truck & Shovel,Gibraltar,,Taseko Mines Limited,north of Williams Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,"Copper, molybdenum, silver",Taseko Mines Limited (100%),,1972–1998; 2004–open,https://www.tasekomines.com/,https://www.tasekomines.com/properties/gibraltar-mine/,https://miningdataonline.com/property/2/Gibraltar-Mine.aspx,,BC-MAIN-6b4800fe
BC-MAIN-6b4800fe,nan,CMP-e35f138c,2023,Energy,LPG-Propane,0.0151,Sulfide,"OP, concentrator",Surface – Truck & Shovel,Gibraltar,,Taseko Mines Limited,north of Williams Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,"Copper, molybdenum, silver",Taseko Mines Limited (100%),,1972–1998; 2004–open,https://www.tasekomines.com/,https://www.tasekomines.com/properties/gibraltar-mine/,https://miningdataonline.com/property/2/Gibraltar-Mine.aspx,,BC-MAIN-6b4800fe
BC-MAIN-6b4800fe,nan,CMP-e35f138c,2023,Energy,Natural gas,6.232566667,Sulfide,"OP, concentrator",Surface – Truck & Shovel,Gibraltar,,Taseko Mines Limited,north of Williams Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,"Copper, molybdenum, silver",Taseko Mines Limited (100%),,1972–1998; 2004–open,https://www.tasekomines.com/,https://www.tasekomines.com/properties/gibraltar-mine/,https://miningdataonline.com/property/2/Gibraltar-Mine.aspx,,BC-MAIN-6b4800fe
BC-MAIN-857b7b89,nan,CMP-4a434d72,2023,Energy,Aviation fuel,106.2966773,Sulfide,"OP, concentrator",Surface – Truck & Shovel,Brucejack,,Newmont Corporation,Stewart,British Columbia,active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver","Newmount Corporation (70%), Imperial Metals Corp (30%)",,2017–open,https://www.newmont.com/home/default.aspx,https://operations.newmont.com/north-america/red-chris-canada,https://miningdataonline.com/property/246/Red-Chris-Mine.aspx,,BC-MAIN-857b7b89
BC-MAIN-857b7b89,nan,CMP-4a434d72,2023,Energy,Diesel,1195.534555,Sulfide,"OP, concentrator",Surface – Truck & Shovel,Brucejack,,Newmont Corporation,Stewart,British Columbia,active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver","Newmount Corporation (70%), Imperial Metals Corp (30%)",,2017–open,https://www.newmont.com/home/default.aspx,https://operations.newmont.com/north-america/red-chris-canada,https://miningdataonline.com/property/246/Red-Chris-Mine.aspx,,BC-MAIN-857b7b89
BC-MAIN-857b7b89,nan,CMP-4a434d72,2023,Energy,Electricity,1123.89193,Sulfide,"OP, concentrator",Surface – Truck & Shovel,Brucejack,,Newmont Corporation,Stewart,British Columbia,active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver","Newmount Corporation (70%), Imperial Metals Corp (30%)",,2017–open,https://www.newmont.com/home/default.aspx,https://operations.newmont.com/north-america/red-chris-canada,https://miningdataonline.com/property/246/Red-Chris-Mine.aspx,,BC-MAIN-857b7b89
BC-MAIN-857b7b89,nan,CMP-4a434d72,2023,Energy,Gasoline,21.99364355,Sulfide,"OP, concentrator",Surface – Truck & Shovel,Brucejack,,Newmont Corporation,Stewart,British Columbia,active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver","Newmount Corporation (70%), Imperial Metals Corp (30%)",,2017–open,https://www.newmont.com/home/default.aspx,https://operations.newmont.com/north-america/red-chris-canada,https://miningdataonline.com/property/246/Red-Chris-Mine.aspx,,BC-MAIN-857b7b89
BC-MAIN-857b7b89,nan,CMP-4a434d72,2023,Energy,LPG-Propane,70.51377155,Sulfide,"OP, concentrator",Surface – Truck & Shovel,Brucejack,,Newmont Corporation,Stewart,British Columbia,active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver","Newmount Corporation (70%), Imperial Metals Corp (30%)",,2017–open,https://www.newmont.com/home/default.aspx,https://operations.newmont.com/north-america/red-chris-canada,https://miningdataonline.com/property/246/Red-Chris-Mine.aspx,,BC-MAIN-857b7b89
BC-MAIN-8eb8be0d,nan,CMP-4a434d72,2023,Energy,Aviation fuel,26.90002825,Sulfide,Concentrator,Underground – Stoping – Long-Hole Stoping,Red Chris,,Newmont Corporation,Kinaskan Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,"Gold, copper, silver",Orla Mining Ltd (100%),,2015–open,x,x,https://miningdataonline.com/property/63/Musselwhite-Mine.aspx,,BC-MAIN-8eb8be0d
BC-MAIN-8eb8be0d,nan,CMP-4a434d72,2023,Energy,Diesel,311.6586586,Sulfide,Concentrator,Underground – Stoping – Long-Hole Stoping,Red Chris,,Newmont Corporation,Kinaskan Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,"Gold, copper, silver",Orla Mining Ltd (100%),,2015–open,x,x,https://miningdataonline.com/property/63/Musselwhite-Mine.aspx,,BC-MAIN-8eb8be0d
BC-MAIN-8eb8be0d,nan,CMP-4a434d72,2023,Energy,Electricity,501.1495956,Sulfide,Concentrator,Underground – Stoping – Long-Hole Stoping,Red Chris,,Newmont Corporation,Kinaskan Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,"Gold, copper, silver",Orla Mining Ltd (100%),,2015–open,x,x,https://miningdataonline.com/property/63/Musselwhite-Mine.aspx,,BC-MAIN-8eb8be0d
BC-MAIN-8eb8be0d,nan,CMP-4a434d72,2023,Energy,Gasoline,5.28952821,Sulfide,Concentrator,Underground – Stoping – Long-Hole Stoping,Red Chris,,Newmont Corporation,Kinaskan Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,"Gold, copper, silver",Orla Mining Ltd (100%),,2015–open,x,x,https://miningdataonline.com/property/63/Musselwhite-Mine.aspx,,BC-MAIN-8eb8be0d
BC-MAIN-8eb8be0d,nan,CMP-4a434d72,2023,Energy,LPG-Propane,223.6302227,Sulfide,Concentrator,Underground – Stoping – Long-Hole Stoping,Red Chris,,Newmont Corporation,Kinaskan Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,"Gold, copper, silver",Orla Mining Ltd (100%),,2015–open,x,x,https://miningdataonline.com/property/63/Musselwhite-Mine.aspx,,BC-MAIN-8eb8be0d
BC-MAIN-aa76f6f2,nan,CMP-d94be190,2023,Energy,Diesel,59.966644,Sulfide,"OP, U, concentrator",Underground – Caving – Block Caving,New Afton,,New Gold Inc,Kamloops,British Columbia,active_facility,,,mining,"Underground, concentrator",Base metals and precious metals,"Gold, copper, silver",New Gold Inc (100%),,2012–open,https://newgold.com/home/default.aspx,https://newgold.com/assets/#new-afton-mine,https://miningdataonline.com/property/11/new-afton-mine.aspx,,BC-MAIN-aa76f6f2
BC-MAIN-aa76f6f2,nan,CMP-d94be190,2023,Energy,Electricity,74.51859706,Sulfide,"OP, U, concentrator",Underground – Caving – Block Caving,New Afton,,New Gold Inc,Kamloops,British Columbia,active_facility,,,mining,"Underground, concentrator",Base metals and precious metals,"Gold, copper, silver",New Gold Inc (100%),,2012–open,https://newgold.com/home/default.aspx,https://newgold.com/assets/#new-afton-mine,https://miningdataonline.com/property/11/new-afton-mine.aspx,,BC-MAIN-aa76f6f2
BC-MAIN-aa76f6f2,nan,CMP-d94be190,2023,Energy,Explosives,0.682022838,Sulfide,"OP, U, concentrator",Underground – Caving – Block Caving,New Afton,,New Gold Inc,Kamloops,British Columbia,active_facility,,,mining,"Underground, concentrator",Base metals and precious metals,"Gold, copper, silver",New Gold Inc (100%),,2012–open,https://newgold.com/home/default.aspx,https://newgold.com/assets/#new-afton-mine,https://miningdataonline.com/property/11/new-afton-mine.aspx,,BC-MAIN-aa76f6f2
BC-MAIN-aa76f6f2,nan,CMP-d94be190,2023,Energy,Gasoline,1.332498949,Sulfide,"OP, U, concentrator",Underground – Caving – Block Caving,New Afton,,New Gold Inc,Kamloops,British Columbia,active_facility,,,mining,"Underground, concentrator",Base metals and precious metals,"Gold, copper, silver",New Gold Inc (100%),,2012–open,https://newgold.com/home/default.aspx,https://newgold.com/assets/#new-afton-mine,https://miningdataonline.com/property/11/new-afton-mine.aspx,,BC-MAIN-aa76f6f2
BC-MAIN-aa76f6f2,nan,CMP-d94be190,2023,Energy,LPG-Propane,0.256297667,Sulfide,"OP, U, concentrator",Underground – Caving – Block Caving,New Afton,,New Gold Inc,Kamloops,British Columbia,active_facility,,,mining,"Underground, concentrator",Base metals and precious metals,"Gold, copper, silver",New Gold Inc (100%),,2012–open,https://newgold.com/home/default.aspx,https://newgold.com/assets/#new-afton-mine,https://miningdataonline.com/property/11/new-afton-mine.aspx,,BC-MAIN-aa76f6f2
BC-MAIN-aa76f6f2,nan,CMP-d94be190,2023,Energy,Natural gas,19.3141925,Sulfide,"OP, U, concentrator",Underground – Caving – Block Caving,New Afton,,New Gold Inc,Kamloops,British Columbia,active_facility,,,mining,"Underground, concentrator",Base metals and precious metals,"Gold, copper, silver",New Gold Inc (100%),,2012–open,https://newgold.com/home/default.aspx,https://newgold.com/assets/#new-afton-mine,https://miningdataonline.com/property/11/new-afton-mine.aspx,,BC-MAIN-aa76f6f2
NL-MAIN-b64bae7a,nan,CMP-8a99044e,2023,Energy,Diesel,121.3483146,Oxide,"OP, concentrator",Surface – Truck & Shovel,Scully,,Tacora Resources Inc,Wabush,Newfoundland and Labrador,active_facility,,,mining,"Open-pit, concentrator",Iron ore,Iron,Tacora Resources Inc (100%),,,https://tacoraresources.com/,https://www.gem.wiki/Tacora_Resources_Scully_Mine,https://miningdataonline.com/property/4651/Scully-Mine.aspx,,NL-MAIN-b64bae7a
NL-MAIN-b64bae7a,nan,CMP-8a99044e,2023,Energy,Electricity,346.3483146,Oxide,"OP, concentrator",Surface – Truck & Shovel,Scully,,Tacora Resources Inc,Wabush,Newfoundland and Labrador,active_facility,,,mining,"Open-pit, concentrator",Iron ore,Iron,Tacora Resources Inc (100%),,,https://tacoraresources.com/,https://www.gem.wiki/Tacora_Resources_Scully_Mine,https://miningdataonline.com/property/4651/Scully-Mine.aspx,,NL-MAIN-b64bae7a
NL-MAIN-b64bae7a,nan,CMP-8a99044e,2023,Energy,Gasoline,300.5617978,Oxide,"OP, concentrator",Surface – Truck & Shovel,Scully,,Tacora Resources Inc,Wabush,Newfoundland and Labrador,active_facility,,,mining,"Open-pit, concentrator",Iron ore,Iron,Tacora Resources Inc (100%),,,https://tacoraresources.com/,https://www.gem.wiki/Tacora_Resources_Scully_Mine,https://miningdataonline.com/property/4651/Scully-Mine.aspx,,NL-MAIN-b64bae7a
NL-MAIN-b64bae7a,nan,CMP-8a99044e,2023,Energy,LPG-Propane,0.280898876,Oxide,"OP, concentrator",Surface – Truck & Shovel,Scully,,Tacora Resources Inc,Wabush,Newfoundland and Labrador,active_facility,,,mining,"Open-pit, concentrator",Iron ore,Iron,Tacora Resources Inc (100%),,,https://tacoraresources.com/,https://www.gem.wiki/Tacora_Resources_Scully_Mine,https://miningdataonline.com/property/4651/Scully-Mine.aspx,,NL-MAIN-b64bae7a
NL-MAIN-dd723db4,nan,CMP-2da4630a,2023,Energy,Energy use,834.5637584,Oxide,"OP, concentrator",Surface – Truck & Shovel,Carol Lake,,Iron Ore Company of Canada Inc,Labrador City,Newfoundland and Labrador,active_facility,,,mining,"Open-pit, concentrator",Iron ore,Iron,"Rio Tinto (58.7%), Mitsubishi Corporation (26.2%) and Labrador Iron Ore Royalty Corporation (15.1%)",,,https://www.ironore.ca/en,https://www.riotinto.com/en/operations/canada/iron-ore-company-canada,https://miningdataonline.com/property/23/Carol-Lake-Mine.aspx,,NL-MAIN-dd723db4
NU-MAIN-4ea8ac9d,nan,CMP-6265c407,2023,Energy,Diesel,147.1360948,,"OP, U, concentrator",,,,,,,,,,,,,"Copper, gold, silver, zinc",,,,,,,,NU-MAIN-4ea8ac9d
NU-MAIN-4ea8ac9d,nan,CMP-6265c407,2023,Energy,Electricity,635.4181435,,"OP, U, concentrator",,,,,,,,,,,,,"Copper, gold, silver, zinc",,,,,,,,NU-MAIN-4ea8ac9d
NU-MAIN-4ea8ac9d,nan,CMP-6265c407,2023,Energy,Explosives,2.362326792,,"OP, U, concentrator",,,,,,,,,,,,,"Copper, gold, silver, zinc",,,,,,,,NU-MAIN-4ea8ac9d
NU-MAIN-4ea8ac9d,nan,CMP-6265c407,2023,Energy,Gasoline,3.133092332,,"OP, U, concentrator",,,,,,,,,,,,,"Copper, gold, silver, zinc",,,,,,,,NU-MAIN-4ea8ac9d
NU-MAIN-4ea8ac9d,nan,CMP-6265c407,2023,Energy,Natural gas,111.8851384,,"OP, U, concentrator",,,,,,,,,,,,,"Copper, gold, silver, zinc",,,,,,,,NU-MAIN-4ea8ac9d
NU-MAIN-730aefe3,nan,CMP-6265c407,2023,Energy,Diesel,207.0323469,Sulfide,Concentrator,"Underground – Stoping – Cut-and-Fill Stoping, Underground – Stoping – Long-Hole Stoping",,,,,,,,,,,,Gold,,,,,,,,NU-MAIN-730aefe3
NU-MAIN-730aefe3,nan,CMP-6265c407,2023,Energy,Electricity,1488.25786,Sulfide,Concentrator,"Underground – Stoping – Cut-and-Fill Stoping, Underground – Stoping – Long-Hole Stoping",,,,,,,,,,,,Gold,,,,,,,,NU-MAIN-730aefe3
NU-MAIN-730aefe3,nan,CMP-6265c407,2023,Energy,Explosives,186.9978351,Sulfide,Concentrator,"Underground – Stoping – Cut-and-Fill Stoping, Underground – Stoping – Long-Hole Stoping",,,,,,,,,,,,Gold,,,,,,,,NU-MAIN-730aefe3
NU-MAIN-730aefe3,nan,CMP-6265c407,2023,Energy,Gasoline,14.58372963,Sulfide,Concentrator,"Underground – Stoping – Cut-and-Fill Stoping, Underground – Stoping – Long-Hole Stoping",,,,,,,,,,,,Gold,,,,,,,,NU-MAIN-730aefe3
NU-MAIN-730aefe3,nan,CMP-6265c407,2023,Energy,LPG-Propane,1.490076723,Sulfide,Concentrator,"Underground – Stoping – Cut-and-Fill Stoping, Underground – Stoping – Long-Hole Stoping",,,,,,,,,,,,Gold,,,,,,,,NU-MAIN-730aefe3
NU-MAIN-730aefe3,nan,CMP-6265c407,2023,Energy,Natural gas,740.7130629,Sulfide,Concentrator,"Underground – Stoping – Cut-and-Fill Stoping, Underground – Stoping – Long-Hole Stoping",,,,,,,,,,,,Gold,,,,,,,,NU-MAIN-730aefe3
NU-MAIN-8b0264c9,nan,CMP-6265c407,2023,Energy,Diesel,44.8417938,Sulfide,"U, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Meliadine,,Agnico Eagle Mines Limited,Rankin Inlet,Nunavut,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,Gold,Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,2019–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/goldex/default.aspx,https://miningdataonline.com/property/44/Goldex-Mine.aspx,,NU-MAIN-8b0264c9
NU-MAIN-8b0264c9,nan,CMP-6265c407,2023,Energy,Electricity,223.1155165,Sulfide,"U, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Meliadine,,Agnico Eagle Mines Limited,Rankin Inlet,Nunavut,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,Gold,Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,2019–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/goldex/default.aspx,https://miningdataonline.com/property/44/Goldex-Mine.aspx,,NU-MAIN-8b0264c9
NU-MAIN-8b0264c9,nan,CMP-6265c407,2023,Energy,Explosives,3.826559779,Sulfide,"U, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Meliadine,,Agnico Eagle Mines Limited,Rankin Inlet,Nunavut,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,Gold,Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,2019–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/goldex/default.aspx,https://miningdataonline.com/property/44/Goldex-Mine.aspx,,NU-MAIN-8b0264c9
NU-MAIN-8b0264c9,nan,CMP-6265c407,2023,Energy,Gasoline,0.466586043,Sulfide,"U, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Meliadine,,Agnico Eagle Mines Limited,Rankin Inlet,Nunavut,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,Gold,Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,2019–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/goldex/default.aspx,https://miningdataonline.com/property/44/Goldex-Mine.aspx,,NU-MAIN-8b0264c9
NU-MAIN-8b0264c9,nan,CMP-6265c407,2023,Energy,Natural gas,29.8705129,Sulfide,"U, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Meliadine,,Agnico Eagle Mines Limited,Rankin Inlet,Nunavut,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,Gold,Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,2019–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/goldex/default.aspx,https://miningdataonline.com/property/44/Goldex-Mine.aspx,,NU-MAIN-8b0264c9
ON-MAIN-0aadf28f,nan,CMP-d94be190,2023,Energy,Diesel,186.649489,Sulfide,"U, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Rainy River,,New Gold Inc,Fort Frances,Ontario,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,"Gold, silver",New Gold Inc (100%),,2017–open,https://newgold.com/home/default.aspx,https://newgold.com/assets/#rainy-river-mine,https://miningdataonline.com/property/69/Rainy-River-Mine.aspx,,ON-MAIN-0aadf28f
ON-MAIN-0aadf28f,nan,CMP-d94be190,2023,Energy,Electricity,333.0924236,Sulfide,"U, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Rainy River,,New Gold Inc,Fort Frances,Ontario,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,"Gold, silver",New Gold Inc (100%),,2017–open,https://newgold.com/home/default.aspx,https://newgold.com/assets/#rainy-river-mine,https://miningdataonline.com/property/69/Rainy-River-Mine.aspx,,ON-MAIN-0aadf28f
ON-MAIN-0aadf28f,nan,CMP-d94be190,2023,Energy,Explosives,6.757474669,Sulfide,"U, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Rainy River,,New Gold Inc,Fort Frances,Ontario,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,"Gold, silver",New Gold Inc (100%),,2017–open,https://newgold.com/home/default.aspx,https://newgold.com/assets/#rainy-river-mine,https://miningdataonline.com/property/69/Rainy-River-Mine.aspx,,ON-MAIN-0aadf28f
