site_id,activity_name,functional_unit,Amount,Activity,Product,Unit,Location,Database
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,Mo concentrate,0.010765283016783981,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-BC,ecoinvent-3.10-cutoff regionalized
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,Cu concentrate,4.712021647029189e-06,consumption market for diesel,diesel,kilogram,CA,Regioinvent
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,Mo concentrate,1.9968045356396162e-05,consumption market for diesel,diesel,kilogram,CA,Regioinvent
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,Cu concentrate,2.864869180530396e-05,"consumption market for natural gas, high pressure","natural gas, high pressure",cubic meter,CA,Regioinvent
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,Mo concentrate,0.00012140402150537501,"consumption market for natural gas, high pressure","natural gas, high pressure",cubic meter,CA,Regioinvent
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,Cu concentrate,5.265498495419946e-08,consumption market for propane,propane,kilogram,CA,Regioinvent
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,Mo concentrate,2.2313503768996982e-07,consumption market for propane,propane,kilogram,CA,Regioinvent
QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,Cu concentrate,8.928929141917658e-05,consumption market for diesel,diesel,kilogram,CA,Regioinvent
QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,Doré,0.6702278731199645,consumption market for diesel,diesel,kilogram,CA,Regioinvent
QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,Cu concentrate,0.0053065526266291635,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-QC,ecoinvent-3.10-cutoff regionalized
QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,Doré,39.832318344291146,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-QC,ecoinvent-3.10-cutoff regionalized
QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,Cu concentrate,0.000109212438039547,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,Cu concentrate,0.000109212438039547,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,Doré,0.8197760213132456,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,Doré,0.8197760213132456,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,Cu concentrate,8.997743917222837e-07,consumption market for light fuel oil,light fuel oil,kilogram,CA,Regioinvent
QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,Cu concentrate,8.997743917222837e-07,consumption market for light fuel oil,light fuel oil,kilogram,CA,Regioinvent
QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,Doré,0.006753932831886252,consumption market for light fuel oil,light fuel oil,kilogram,CA,Regioinvent
QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,Doré,0.006753932831886252,consumption market for light fuel oil,light fuel oil,kilogram,CA,Regioinvent
QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,Cu concentrate,7.265823955111963e-05,"consumption market for natural gas, high pressure","natural gas, high pressure",cubic meter,CA,Regioinvent
QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,Doré,0.5453910159323881,"consumption market for natural gas, high pressure","natural gas, high pressure",cubic meter,CA,Regioinvent
ON-MAIN-6e9be24e,Open-pit and underground mining and beneficiation at Hemlo (Williams),Doré,138.2769423660766,consumption market for diesel,diesel,kilogram,CA,Regioinvent
ON-MAIN-6e9be24e,Open-pit and underground mining and beneficiation at Hemlo (Williams),Doré,1.5637134031704947,consumption market for diesel,diesel,kilogram,CA,Regioinvent
ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,Doré,1.1783354201173446,consumption market for diesel,diesel,kilogram,CA,Regioinvent
ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,Doré,0.0039982702795168,consumption market for diesel,diesel,kilogram,CA,Regioinvent
ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,Doré,22.258631025843673,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-ON,ecoinvent-3.10-cutoff regionalized
ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,Doré,0.07780041058241038,consumption market for diesel,diesel,kilogram,CA,Regioinvent
ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,Doré,0.3721365353492229,consumption market for propane,propane,kilogram,CA,Regioinvent
YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,Zn concentrate,0.00048074383059587984,consumption market for diesel,diesel,kilogram,CA,Regioinvent
YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,Pb concentrate,0.00038443327213635045,consumption market for diesel,diesel,kilogram,CA,Regioinvent
YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,Zn concentrate,0.006530538271154983,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-YK,ecoinvent-3.10-cutoff regionalized
YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,Pb concentrate,0.005222232791380707,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-YK,ecoinvent-3.10-cutoff regionalized
YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,Zn concentrate,6.966047665457228e-05,consumption market for diesel,diesel,kilogram,CA,Regioinvent
YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,Pb concentrate,5.5704937379438916e-05,consumption market for diesel,diesel,kilogram,CA,Regioinvent
YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,Zn concentrate,0.00029272559749384447,consumption market for propane,propane,kilogram,CA,Regioinvent
YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,Pb concentrate,0.0002340819624105049,consumption market for propane,propane,kilogram,CA,Regioinvent
QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,Doré,0.812980005631206,consumption market for diesel,diesel,kilogram,CA,Regioinvent
QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,Doré,0.7331033383690648,consumption market for diesel,diesel,kilogram,CA,Regioinvent
QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,Doré,26.269557307187192,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-QC,ecoinvent-3.10-cutoff regionalized
QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,Doré,0.021782384930867944,consumption market for diesel,diesel,kilogram,CA,Regioinvent
QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,Doré,0.0013518896277397669,"consumption market for natural gas, high pressure","natural gas, high pressure",cubic meter,CA,Regioinvent
QC-MAIN-f9e41c2a,Underground mining and beneficiation at Lamaque,Doré,0.5617873258133714,consumption market for diesel,diesel,kilogram,CA,Regioinvent
QC-MAIN-f9e41c2a,Underground mining and beneficiation at Lamaque,Doré,0.0005306186126128215,consumption market for diesel,diesel,kilogram,CA,Regioinvent
QC-MAIN-f9e41c2a,Underground mining and beneficiation at Lamaque,Doré,9.689464366870794,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-QC,ecoinvent-3.10-cutoff regionalized
QC-MAIN-f9e41c2a,Underground mining and beneficiation at Lamaque,Doré,0.010076167763551453,consumption market for diesel,diesel,kilogram,CA,Regioinvent
QC-MAIN-f9e41c2a,Underground mining and beneficiation at Lamaque,Doré,0.00012305066039546624,consumption market for liquefied petroleum gas,liquefied petroleum gas,kilogram,CA,Regioinvent
QC-MAIN-f9e41c2a,Underground mining and beneficiation at Lamaque,Doré,0.0005113438554211598,consumption market for liquefied petroleum gas,liquefied petroleum gas,kilogram,CA,Regioinvent
QC-MAIN-f9e41c2a,Underground mining and beneficiation at Lamaque,Doré,0.27540931578481076,"consumption market for natural gas, high pressure","natural gas, high pressure",cubic meter,CA,Regioinvent
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Cu concentrate,0.00010344502645114303,consumption market for diesel,diesel,kilogram,CA,Regioinvent
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Zn concentrate,3.8669168221953774e-05,consumption market for diesel,diesel,kilogram,CA,Regioinvent
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Doré,0.7764843797192206,consumption market for diesel,diesel,kilogram,CA,Regioinvent
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Cu concentrate,0.005336005930864164,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-QC,ecoinvent-3.10-cutoff regionalized
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Zn concentrate,0.001994672127338891,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-QC,ecoinvent-3.10-cutoff regionalized
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Doré,40.05340225189105,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-QC,ecoinvent-3.10-cutoff regionalized
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Cu concentrate,2.380551417532641e-05,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Cu concentrate,2.380551417532641e-05,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Zn concentrate,8.898827365959171e-06,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Zn concentrate,8.898827365959171e-06,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Doré,0.17869017527928902,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Doré,0.17869017527928902,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Cu concentrate,2.1332859309508266e-06,consumption market for light fuel oil,light fuel oil,kilogram,CA,Regioinvent
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Cu concentrate,2.1332859309508266e-06,consumption market for light fuel oil,light fuel oil,kilogram,CA,Regioinvent
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Zn concentrate,7.974515098454331e-07,consumption market for light fuel oil,light fuel oil,kilogram,CA,Regioinvent
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Zn concentrate,7.974515098454331e-07,consumption market for light fuel oil,light fuel oil,kilogram,CA,Regioinvent
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Doré,0.016012980610918385,consumption market for light fuel oil,light fuel oil,kilogram,CA,Regioinvent
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Doré,0.016012980610918385,consumption market for light fuel oil,light fuel oil,kilogram,CA,Regioinvent
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Cu concentrate,9.609229935498076e-05,"consumption market for natural gas, high pressure","natural gas, high pressure",cubic meter,CA,Regioinvent
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Zn concentrate,3.592061809126284e-05,"consumption market for natural gas, high pressure","natural gas, high pressure",cubic meter,CA,Regioinvent
QC-MAIN-e51eda66,Underground mining and beneficiation at LaRonde,Doré,0.7212929612975263,"consumption market for natural gas, high pressure","natural gas, high pressure",cubic meter,CA,Regioinvent
ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,Doré,0.2931238155362484,consumption market for diesel,diesel,kilogram,CA,Regioinvent
ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,Doré,25.168503129410396,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-ON,ecoinvent-3.10-cutoff regionalized
ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,Doré,3.7948680464945492,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,Doré,3.7948680464945492,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,Doré,0.01999709867554025,consumption market for light fuel oil,light fuel oil,kilogram,CA,Regioinvent
ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,Doré,0.01999709867554025,consumption market for light fuel oil,light fuel oil,kilogram,CA,Regioinvent
ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,Doré,1.2811167095600176,"consumption market for natural gas, high pressure","natural gas, high pressure",cubic meter,CA,Regioinvent
ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,Doré,0.0019551136392483783,consumption market for propane,propane,kilogram,CA,Regioinvent
GRP-0a2c0d69,Open-pit and underground mining at Meadowbank complex,Doré,4.726674454085328,consumption market for diesel,diesel,kilogram,CA,Regioinvent
GRP-0a2c0d69,Open-pit and underground mining at Meadowbank complex,Doré,0.7818206507741507,consumption market for diesel,diesel,kilogram,CA,Regioinvent
GRP-0a2c0d69,Open-pit and underground mining at Meadowbank complex,Doré,0.8550113676778907,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
GRP-0a2c0d69,Open-pit and underground mining at Meadowbank complex,Doré,0.8550113676778907,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
GRP-0a2c0d69,Open-pit and underground mining at Meadowbank complex,Doré,0.0652196498822265,consumption market for light fuel oil,light fuel oil,kilogram,CA,Regioinvent
GRP-0a2c0d69,Open-pit and underground mining at Meadowbank complex,Doré,0.0652196498822265,consumption market for light fuel oil,light fuel oil,kilogram,CA,Regioinvent
GRP-0a2c0d69,Open-pit and underground mining at Meadowbank complex,Doré,0.009691060780311029,consumption market for lubricating oil,lubricating oil,kilogram,CA,Regioinvent
GRP-0a2c0d69,Open-pit and underground mining at Meadowbank complex,Doré,0.0002866634281598319,consumption market for propane,propane,kilogram,CA,Regioinvent
NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,Doré,3.642055614736991,consumption market for diesel,diesel,kilogram,CA,Regioinvent
NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,Doré,0.8949956495463179,consumption market for diesel,diesel,kilogram,CA,Regioinvent
NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,Doré,0.488636470100047,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,Doré,0.488636470100047,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,Doré,0.009597456977857863,consumption market for light fuel oil,light fuel oil,kilogram,CA,Regioinvent
NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,Doré,0.009597456977857863,consumption market for light fuel oil,light fuel oil,kilogram,CA,Regioinvent
BC-MAIN-ed23117f,Open-pit mining and beneficiation at Mount Milligan,Cu concentrate,0.00023113387813987083,consumption market for diesel,diesel,kilogram,CA,Regioinvent
BC-MAIN-ed23117f,Open-pit mining and beneficiation at Mount Milligan,Cu concentrate,0.0010855920296165653,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-BC,ecoinvent-3.10-cutoff regionalized
BC-MAIN-ed23117f,Open-pit mining and beneficiation at Mount Milligan,Cu concentrate,9.021012591879718e-06,consumption market for diesel,diesel,kilogram,CA,Regioinvent
BC-MAIN-ed23117f,Open-pit mining and beneficiation at Mount Milligan,Cu concentrate,9.22127588378249e-06,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
BC-MAIN-ed23117f,Open-pit mining and beneficiation at Mount Milligan,Cu concentrate,9.22127588378249e-06,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
BC-MAIN-ed23117f,Open-pit mining and beneficiation at Mount Milligan,Cu concentrate,5.05963684192883e-06,consumption market for diesel,diesel,kilogram,CA,Regioinvent
BC-MAIN-ed23117f,Open-pit mining and beneficiation at Mount Milligan,Cu concentrate,5.239190819328129e-06,consumption market for propane,propane,kilogram,CA,Regioinvent
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,Doré,0.11230856787871865,consumption market for kerosene,kerosene,kilogram,CA,Regioinvent
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,Doré,6.28149815643864e-05,consumption market for biogas,biogas,cubic meter,CA,Regioinvent
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,Doré,1.2562975277904573,consumption market for diesel,diesel,kilogram,CA,Regioinvent
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,Doré,0.015505473521040695,consumption market for diesel,diesel,kilogram,CA,Regioinvent
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,Doré,24.79238510896845,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-ON,ecoinvent-3.10-cutoff regionalized
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,Doré,0.021437364430516324,consumption market for diesel,diesel,kilogram,CA,Regioinvent
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,Doré,0.8672612439722786,consumption market for propane,propane,kilogram,CA,Regioinvent
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,Doré,0.0721177007603646,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-ON,ecoinvent-3.10-cutoff regionalized
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,Cu concentrate,5.5477504954265485e-05,consumption market for diesel,diesel,kilogram,CA,Regioinvent
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,Cu concentrate,1.8306325208811876e-05,consumption market for diesel,diesel,kilogram,CA,Regioinvent
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,Cu concentrate,0.0006666002902929858,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-BC,ecoinvent-3.10-cutoff regionalized
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,Cu concentrate,9.72267275939276e-06,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,Cu concentrate,9.72267275939276e-06,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,Cu concentrate,1.2301972559252787e-06,consumption market for diesel,diesel,kilogram,CA,Regioinvent
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,Cu concentrate,2.3466152982242385e-05,"consumption market for natural gas, high pressure","natural gas, high pressure",cubic meter,CA,Regioinvent
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,Cu concentrate,2.135890858589027e-07,consumption market for propane,propane,kilogram,CA,Regioinvent
GRP-0d911886,Open-pit and underground mining at Porcupine complex,Doré,8.691435321881371e-05,consumption market for biogas,biogas,cubic meter,CA,Regioinvent
GRP-0d911886,Open-pit and underground mining at Porcupine complex,Doré,1.7558131662376122,consumption market for diesel,diesel,kilogram,CA,Regioinvent
GRP-0d911886,Open-pit and underground mining at Porcupine complex,Doré,0.2565299041109499,consumption market for diesel,diesel,kilogram,CA,Regioinvent
GRP-0d911886,Open-pit and underground mining at Porcupine complex,Doré,24.370262271246748,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-ON,ecoinvent-3.10-cutoff regionalized
GRP-0d911886,Open-pit and underground mining at Porcupine complex,Doré,0.046933620293571746,consumption market for diesel,diesel,kilogram,CA,Regioinvent
GRP-0d911886,Open-pit and underground mining at Porcupine complex,Doré,0.5739174480734917,"consumption market for natural gas, high pressure","natural gas, high pressure",cubic meter,CA,Regioinvent
GRP-0d911886,Open-pit and underground mining at Porcupine complex,Doré,0.016547966545931252,consumption market for propane,propane,kilogram,CA,Regioinvent
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,Doré,4.393874674138434,consumption market for diesel,diesel,kilogram,CA,Regioinvent
