main_id,facility_type,facility_name,commodities,Archetype table,By-product ratios table,Climate category table,Conflict table,Energy table,Environmental intensity table,Environmental flows table,Land cover table,Land occupation table,Peatland table,Population table,Prioritize conservation areas table,Production table,Protected & Indigenous land table,Reserves table,Tailings table,Water risk table,Weather table
AB-MAIN-d3a4aba9,manufacturing,The Cobalt Refinery Company Inc.,"Nickel, cobalt, copper sulfide, ammonium sulfate",0,0,9,0,0,0,0,1,0,1,4,1,6,35,0,0,32,128
ON-MAIN-f4fc3276,mining,Sugar Zone,Gold,1,0,9,0,0,0,0,1,0,1,4,1,2,9,4,0,32,128
MB-MAIN-915d9faa,mining,Tanco,"Cesium, lithium",1,0,9,0,0,0,0,1,3,1,4,1,0,12,0,0,32,128
BC-MAIN-b1fe389a,advanced project,Eskay Creek,"Gold, Silver, copper, lead, zinc",0,0,9,0,0,0,0,1,1,1,4,1,0,7,0,2,32,128
QC-MAIN-1d2f31f9,advanced project,Kwyjibo,"Rare earth elements, phosphate, iron ore",0,0,9,0,0,0,0,1,0,1,4,1,0,4,0,0,32,128
NL-MAIN-bb23d8a6,advanced project,Great Burnt Lake,"Copper, gold",0,0,9,0,0,0,0,1,0,1,4,1,0,0,0,0,32,128
SK-MAIN-22ce14be,mining,Santoy,Gold,0,0,9,0,0,0,0,1,0,1,4,1,0,2,0,0,32,128
SK-MAIN-29afbdb5,mining,Seabee,Gold,0,0,9,0,0,0,185,1,5,1,4,1,0,3,0,4,32,128
NS-MAIN-c9c77a59,mining,Moose River Consolidated,Gold,1,0,9,0,0,0,0,1,2,1,4,1,0,122,2,0,32,128
ON-MAIN-020a683c,manufacturing,Hamilton Works,Steel,0,0,9,0,0,0,402,1,0,1,4,1,0,62,0,0,32,128
ON-MAIN-b2e5c9bb,manufacturing,Lake Erie Works,Steel,0,0,9,0,0,0,472,1,0,1,4,1,0,86,0,0,32,128
QC-MAIN-3032c251,mining,Renard,Diamonds,1,0,9,0,0,0,1,1,7,1,4,1,0,2,0,0,32,128
QC-MAIN-b5937543,advanced project,Blackrock,"Iron ore, vanadium, titanium",0,0,9,0,0,0,0,1,2,1,4,1,0,27,0,0,32,128
QC-MAIN-64595b02,advanced project,Blackrock Pyrometallurgical Facility,"Iron ore, vanadium, titanium",0,0,9,0,0,0,0,1,0,1,4,1,0,74,0,0,32,128
BC-MAIN-a505d25d,advanced project,Ootsa,"Copper, gold, molybdenum, silver",0,0,9,0,0,0,0,1,2,1,4,1,0,8,0,0,32,128
BC-MAIN-c5d1b42d,advanced project,Berg,"Copper, Molybdenum, Gold, Silver",0,0,9,0,0,0,0,1,0,1,4,1,0,10,0,0,32,128
QC-MAIN-6a26086e,manufacturing,Sorel Forge,Steel,0,0,9,0,0,0,0,1,0,1,4,1,0,138,0,0,32,128
NL-MAIN-b64bae7a,mining,Scully,Iron,1,0,9,0,5,0,135,1,2,1,4,1,4,6,1,0,32,128
NL-MAIN-18695c6d,advanced project,Scully Mine - Manganese project,Manganese,0,0,9,0,0,0,0,1,5,1,4,1,0,6,0,0,32,128
ON-MAIN-1aa10efa,advanced project,Kenbridge,"Nickel, copper, cobalt",0,0,9,0,0,0,0,1,0,1,4,1,0,25,0,0,32,128
BC-MAIN-23f67ea8,advanced project,Aley,Niobium,0,0,9,0,0,0,0,1,0,1,4,1,0,5,0,0,32,128
BC-MAIN-6b4800fe,mining,Gibraltar,"Copper, molybdenum, silver",1,2,9,0,3,1,219,1,4,1,4,1,9,38,9,0,32,128
BC-MAIN-18bed6d7,advanced project,Yellowhead,"Copper, gold, silver",0,0,9,0,0,0,0,1,0,1,4,1,0,27,0,0,32,128
NL-MAIN-e09881ff,mining,DSO (3 and 4),Iron,1,0,9,0,0,0,0,1,6,1,4,1,0,3,0,0,32,128
QC-MAIN-b8c826a2,mining,DSO (Goodwood),Iron,1,0,9,0,0,0,0,1,0,1,4,1,0,4,0,0,32,128
BC-MAIN-bf503b6b,mining,Highland Valley,"Copper, silver, molybdenum",0,0,9,0,0,0,176,1,1,1,4,1,2,157,0,4,32,128
BC-MAIN-193ddddb,advanced project,Schaft Creek,"Copper, molybdenum, gold, silver",0,0,9,0,0,0,0,1,0,1,4,1,0,5,0,0,32,128
BC-MAIN-3bb6b7cd,manufacturing,Trail,"Zinc, lead, bismuth, cadmium, indium, germanium, precious metals, liquid sulfur dioxide, sulfuric acid",0,0,9,0,0,0,261,1,0,1,4,1,1,25,0,0,32,128
QC-MAIN-2587e541,advanced project,Strange Lake,"Rare earth elements, niobium",0,0,9,0,0,0,0,1,0,1,4,1,0,2,0,0,32,128
BC-MAIN-23155c25,mining,Myra Falls,"Zinc, copper, silver, gold, lead",1,0,9,0,0,0,341,1,2,1,4,1,2,84,0,0,32,128
YT-MAIN-68c87980,advanced project,Freegold Mountain,"Gold, silver, copper, molybdenum, tungsten",0,0,9,0,0,0,0,1,0,1,4,1,0,4,0,0,32,128
QC-MAIN-b2148882,advanced project,Troilus,"Gold, copper, silver",0,0,9,0,0,0,1,1,6,1,4,1,2,11,0,0,32,128
ON-MAIN-4a6187a4,advanced project,RapidSX Demonstration Plant,Rare earth elements,0,0,9,0,0,0,0,1,0,1,4,1,0,80,0,0,32,128
SK-MAIN-9dd2b7f8,advanced project,Horseshoe-Raven,Uranium,0,0,9,0,0,0,0,1,14,1,4,1,0,3,0,0,32,128
ON-MAIN-387b06fe,manufacturing,Welland Mill,Steel,0,0,9,0,0,0,0,1,0,1,4,1,0,42,0,0,32,128
ON-MAIN-de2f9639,mining,Clarabelle,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",1,0,9,0,0,0,213,1,5,1,4,1,0,23,0,0,32,128
ON-MAIN-6e9b2449,mining,Coleman,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",0,0,9,0,0,0,59,1,3,1,4,1,2,22,0,0,32,128
ON-MAIN-f080c409,mining,Copper Cliff Complex,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",0,0,9,0,0,0,0,1,2,1,4,1,0,23,0,7,32,128
ON-MAIN-63b394c3,manufacturing,Copper Cliff Complex,"Nickel (oxide sinter, pellets, powder, sulfide), copper cathodes, gold, silver, selenium cake, tellurium dioxide cake, platinum group metals (in residues), liquid sulfur dioxide, sulfuric acid",1,0,9,0,0,0,116,1,5,1,4,1,2,23,0,1,32,128
ON-MAIN-52224e1e,mining,Creighton,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",0,0,9,0,0,0,88,1,2,1,4,1,2,23,0,0,32,128
ON-MAIN-48fe2205,mining,Garson,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",0,0,9,0,0,0,137,1,9,1,4,1,2,19,0,0,32,128
ON-MAIN-2e13aaa0,manufacturing,Port Colborne,"Electrolytic cobalt, platinum group metals (in residues), copper oxide",1,0,9,1,0,0,127,1,0,1,4,1,2,37,0,0,32,128
MB-MAIN-e0a6250e,mining,Thompson (T-1 and T-3),"Nickel, cobalt, copper, platinum group metals, gold, silver",0,0,9,0,0,0,0,1,12,1,4,1,0,3,0,2,32,128
ON-MAIN-28f3f0fc,mining,Totten,"Nickel, copper, platinum group metals, gold, silver, cobalt",0,0,9,0,0,0,130,1,4,1,4,1,2,22,0,0,32,128
NL-MAIN-d9036091,manufacturing,Long Harbour,"Nickel, copper, cobalt",1,0,9,0,0,0,122,1,4,1,4,1,2,12,0,1,32,128
NL-MAIN-2d8801d6,mining,Voisey’s Bay,"Nickel, copper, cobalt",0,0,9,1,0,0,0,1,10,1,4,1,0,0,0,1,32,128
QC-MAIN-860bbbfc,advanced project,Lac Doré Vanadium,"Iron ore, vanadium, titanium",0,0,9,0,0,0,0,1,0,1,4,1,0,29,0,0,32,128
YT-MAIN-e05ed9fe,mining,Eagle (Dublin Gulch),Gold,1,0,9,0,0,0,0,1,0,1,4,1,0,2,0,0,32,128
QC-MAIN-d59f82aa,advanced project,Sirmac,"Lithium, tantalum",0,0,9,0,0,0,0,1,0,1,4,1,0,35,0,0,32,128
NT-MAIN-b1b28b01,advanced project,Nechalacho - T-Zone & Tardiff Zone,Rare earth elements,0,0,9,0,0,0,0,1,0,1,4,1,0,0,0,0,32,128
AB-MAIN-63f096a6,advanced project,Rainbow Lake,Lithium (brine),0,0,9,0,0,0,0,1,0,1,4,1,0,5,0,0,32,128
QC-MAIN-be473617,advanced project,Mont Sorcier,"Iron ore, vanadium",0,0,9,0,0,0,0,1,0,1,4,1,0,34,0,0,32,128
ON-MAIN-3c468faa,advanced project,Superior Lake,"Zinc, copper, gold, silver",0,0,9,0,0,0,0,1,2,1,4,1,0,20,0,0,32,128
ON-MAIN-cb85213a,mining,Eagle River,Gold,1,0,9,0,0,0,228,1,4,1,4,1,0,12,0,0,32,128
QC-MAIN-9de9bb0d,mining,Kiena,Gold,1,0,9,0,8,6,231,1,6,1,4,1,5,42,5,0,32,128
ON-MAIN-c5fefb01,mining,Mishi,Gold,1,0,9,0,8,6,19,1,4,1,4,1,5,11,5,0,32,128
BC-MAIN-feb13c30,advanced project,Record Ridge,Magnesium,0,0,9,0,0,0,0,1,0,1,4,1,0,24,0,0,32,128
YT-MAIN-5e0d8b48,advanced project,Casino,"Copper, gold, molybdenum, silver",0,0,9,0,0,0,0,1,0,1,4,1,0,2,0,0,32,128
ON-MAIN-12c68d49,advanced project,Eagle's Nest,"Nickel, copper, gold, platinum, palladium",0,0,9,0,0,0,0,1,0,1,4,1,0,1,0,0,32,128
BC-MAIN-891d3cb5,advanced project,Akie,"Zinc, lead, silver",0,0,9,0,0,0,0,1,0,1,4,1,0,9,0,0,32,128
