compartment_id,substance_id,substance_name,compartment_name,release_pathway,flow_direction
comp1dcc546c,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),Air,Storage / Handling,Emission
compa50ae012,NA - P/H,"PAHs, total unspeciated",Air,Stack Emissions,Emission
comp82641eec,NA - PFCs,PFCs,Air,Unspecified,Emission
comp82641eec,NA - PM,PM,Air,Unspecified,Emission
comp82641eec,NA - PM10,PM10,Air,Unspecified,Emission
comp7d3e3488,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,Air,Fugitive Emissions,Emission
compb30db82f,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,Air,Other,Emission
comp3ca42ad5,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,Air,Spills,Emission
compa50ae012,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,Air,Stack Emissions,Emission
comp1dcc546c,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,Air,Storage / Handling,Emission
comp82641eec,NA - PM2.5,PM2.5,Air,Unspecified,Emission
comp7d3e3488,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,Air,Fugitive Emissions,Emission
compb30db82f,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,Air,Other,Emission
comp3ca42ad5,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,Air,Spills,Emission
compa50ae012,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,Air,Stack Emissions,Emission
comp1dcc546c,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,Air,Storage / Handling,Emission
comp82641eec,NA - Particulate,Particulate,Air,Unspecified,Emission
comp7d3e3488,198-55-0,Perylene,Air,Fugitive Emissions,Emission
compb30db82f,198-55-0,Perylene,Air,Other,Emission
compa50ae012,198-55-0,Perylene,Air,Stack Emissions,Emission
comp7d3e3488,85-01-8,Phenanthrene,Air,Fugitive Emissions,Emission
compb30db82f,85-01-8,Phenanthrene,Air,Other,Emission
compa50ae012,85-01-8,Phenanthrene,Air,Stack Emissions,Emission
comp7d3e3488,108-95-2,Phenol (and its salts),Air,Fugitive Emissions,Emission
compa50ae012,108-95-2,Phenol (and its salts),Air,Stack Emissions,Emission
comp7d3e3488,NA - 22,Phosphorus (total),Air,Fugitive Emissions,Emission
compb30db82f,NA - 22,Phosphorus (total),Air,Other,Emission
compa50ae012,NA - 22,Phosphorus (total),Air,Stack Emissions,Emission
comp1dcc546c,NA - 22,Phosphorus (total),Air,Storage / Handling,Emission
comp82641eec,NA - PAH,Polycyclic aromatic hydrocarbons (PAH),Air,Unspecified,Emission
comp7d3e3488,115-07-1,Propylene,Air,Fugitive Emissions,Emission
compa50ae012,115-07-1,Propylene,Air,Stack Emissions,Emission
comp7d3e3488,129-00-0,Pyrene,Air,Fugitive Emissions,Emission
compb30db82f,129-00-0,Pyrene,Air,Other,Emission
compa50ae012,129-00-0,Pyrene,Air,Stack Emissions,Emission
compa50ae012,91-22-5,Quinoline,Air,Stack Emissions,Emission
comp82641eec,2025884,SO2,Air,Unspecified,Emission
comp82641eec,NA - SOx,SOx,Air,Unspecified,Emission
comp7d3e3488,NA - 12,Selenium,Air,Fugitive Emissions,Emission
compb30db82f,NA - 12,Selenium,Air,Other,Emission
compa50ae012,NA - 12,Selenium,Air,Stack Emissions,Emission
comp1dcc546c,NA - 12,Selenium,Air,Storage / Handling,Emission
comp82641eec,NA - 12,Selenium,Air,Unspecified,Emission
comp7d3e3488,NA - 12,Selenium (and its compounds),Air,Fugitive Emissions,Emission
compb30db82f,NA - 12,Selenium (and its compounds),Air,Other,Emission
compa50ae012,NA - 12,Selenium (and its compounds),Air,Stack Emissions,Emission
comp1dcc546c,NA - 12,Selenium (and its compounds),Air,Storage / Handling,Emission
comp82641eec,NA - 12,Selenium (and its compounds),Air,Unspecified,Emission
comp7d3e3488,NA - 13,Silver (and its compounds),Air,Fugitive Emissions,Emission
compa50ae012,NA - 13,Silver (and its compounds),Air,Stack Emissions,Emission
comp7d3e3488,71-43-2,Speciated VOC - Benzene,Air,Fugitive Emissions,Emission
compa50ae012,71-43-2,Speciated VOC - Benzene,Air,Stack Emissions,Emission
comp1dcc546c,71-43-2,Speciated VOC - Benzene,Air,Storage / Handling,Emission
comp7d3e3488,100-42-5,Styrene,Air,Fugitive Emissions,Emission
compa50ae012,100-42-5,Styrene,Air,Stack Emissions,Emission
comp7d3e3488,7446-09-5,Sulphur dioxide,Air,Fugitive Emissions,Emission
compb30db82f,7446-09-5,Sulphur dioxide,Air,Other,Emission
comp3ca42ad5,7446-09-5,Sulphur dioxide,Air,Spills,Emission
compa50ae012,7446-09-5,Sulphur dioxide,Air,Stack Emissions,Emission
comp7d3e3488,7664-93-9,Sulphuric acid,Air,Fugitive Emissions,Emission
compa50ae012,7664-93-9,Sulphuric acid,Air,Stack Emissions,Emission
comp1dcc546c,7664-93-9,Sulphuric acid,Air,Storage / Handling,Emission
comp7d3e3488,NA - 37,Thallium (and its compounds),Air,Fugitive Emissions,Emission
compa50ae012,NA - 37,Thallium (and its compounds),Air,Stack Emissions,Emission
comp1dcc546c,NA - 37,Thallium (and its compounds),Air,Storage / Handling,Emission
comp7d3e3488,108-88-3,Toluene,Air,Fugitive Emissions,Emission
compb30db82f,108-88-3,Toluene,Air,Other,Emission
compa50ae012,108-88-3,Toluene,Air,Stack Emissions,Emission
comp1dcc546c,108-88-3,Toluene,Air,Storage / Handling,Emission
comp7d3e3488,NA - M08,Total particulate matter,Air,Fugitive Emissions,Emission
compb30db82f,NA - M08,Total particulate matter,Air,Other,Emission
comp3ca42ad5,NA - M08,Total particulate matter,Air,Spills,Emission
compa50ae012,NA - M08,Total particulate matter,Air,Stack Emissions,Emission
comp1dcc546c,NA - M08,Total particulate matter,Air,Storage / Handling,Emission
comp7d3e3488,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),Air,Fugitive Emissions,Emission
compa50ae012,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),Air,Stack Emissions,Emission
comp1dcc546c,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),Air,Storage / Handling,Emission
comp82641eec,7440-61-1,Uranium,Air,Unspecified,Emission
comp7d3e3488,NA - M16,VOCs,Air,Fugitive Emissions,Emission
compb30db82f,NA - M16,VOCs,Air,Other,Emission
comp3ca42ad5,NA - M16,VOCs,Air,Spills,Emission
compa50ae012,NA - M16,VOCs,Air,Stack Emissions,Emission
comp1dcc546c,NA - M16,VOCs,Air,Storage / Handling,Emission
comp82641eec,NA - M16,VOCs,Air,Unspecified,Emission
comp7d3e3488,NA - 40,Vanadium (and its compounds),Air,Fugitive Emissions,Emission
compa50ae012,NA - 40,Vanadium (and its compounds),Air,Stack Emissions,Emission
comp1dcc546c,NA - 40,Vanadium (and its compounds),Air,Storage / Handling,Emission
comp7d3e3488,NA - M16,Volatile Organic Compounds (Total),Air,Fugitive Emissions,Emission
compb30db82f,NA - M16,Volatile Organic Compounds (Total),Air,Other,Emission
comp3ca42ad5,NA - M16,Volatile Organic Compounds (Total),Air,Spills,Emission
compa50ae012,NA - M16,Volatile Organic Compounds (Total),Air,Stack Emissions,Emission
comp1dcc546c,NA - M16,Volatile Organic Compounds (Total),Air,Storage / Handling,Emission
comp82641eec,NA - M16,Volatile Organic Compounds (Total),Air,Unspecified,Emission
comp7d3e3488,1330-20-7,Xylene (all isomers),Air,Fugitive Emissions,Emission
compb30db82f,1330-20-7,Xylene (all isomers),Air,Other,Emission
compa50ae012,1330-20-7,Xylene (all isomers),Air,Stack Emissions,Emission
comp1dcc546c,1330-20-7,Xylene (all isomers),Air,Storage / Handling,Emission
comp7d3e3488,NA - 14,Zinc (and its compounds),Air,Fugitive Emissions,Emission
compb30db82f,NA - 14,Zinc (and its compounds),Air,Other,Emission
compa50ae012,NA - 14,Zinc (and its compounds),Air,Stack Emissions,Emission
comp1dcc546c,NA - 14,Zinc (and its compounds),Air,Storage / Handling,Emission
comp7d3e3488,78-83-1,i-Butyl alcohol,Air,Fugitive Emissions,Emission
compa50ae012,78-83-1,i-Butyl alcohol,Air,Stack Emissions,Emission
comp7d3e3488,110-54-3,n-Hexane,Air,Fugitive Emissions,Emission
compa50ae012,110-54-3,n-Hexane,Air,Stack Emissions,Emission
comp4fceff4c,NA - 16,Ammonia (total),Land,Spills,Emission
comp3af7aa38,NA - 02,Arsenic,Land,Other,Emission
comp4fceff4c,NA - 02,Arsenic,Land,Spills,Emission
comp3af7aa38,NA - 02,Arsenic (and its compounds),Land,Other,Emission
comp4fceff4c,NA - 02,Arsenic (and its compounds),Land,Spills,Emission
comp3af7aa38,NA - 03,Cadmium (and its compounds),Land,Other,Emission
comp4fceff4c,NA - 03,Cadmium (and its compounds),Land,Spills,Emission
comp3af7aa38,NA - 05,Cobalt (and its compounds),Land,Other,Emission
comp4fceff4c,NA - 05,Cobalt (and its compounds),Land,Spills,Emission
comp3af7aa38,107-21-1,Ethylene glycol,Land,Other,Emission
comp4fceff4c,107-21-1,Ethylene glycol,Land,Spills,Emission
comp3af7aa38,NA - 08,Lead,Land,Other,Emission
comp4fceff4c,NA - 08,Lead,Land,Spills,Emission
comp3af7aa38,NA - 08,Lead (and its compounds),Land,Other,Emission
comp4fceff4c,NA - 08,Lead (and its compounds),Land,Spills,Emission
comp3af7aa38,NA - 09,Manganese,Land,Other,Emission
comp3af7aa38,NA - 09,Manganese (and its compounds),Land,Other,Emission
comp4fceff4c,NA - 10,Mercury,Land,Spills,Emission
comp4fceff4c,NA - 10,Mercury (and its compounds),Land,Spills,Emission
comp3af7aa38,NA - 12,Selenium,Land,Other,Emission
comp4fceff4c,NA - 12,Selenium,Land,Spills,Emission
comp3af7aa38,NA - 12,Selenium (and its compounds),Land,Other,Emission
comp4fceff4c,NA - 12,Selenium (and its compounds),Land,Spills,Emission
comp4fceff4c,7664-93-9,Sulphuric acid,Land,Spills,Emission
comp4fceff4c,NA - 37,Thallium (and its compounds),Land,Spills,Emission
comp3af7aa38,NA - 14,Zinc (and its compounds),Land,Other,Emission
comp4fceff4c,NA - 14,Zinc (and its compounds),Land,Spills,Emission
compde27e9f6,,,Land,Unspecified,Occupation and transformation
comp567d1198,NA - 16,Ammonia (total),Water,Direct Discharge,Emission
compb4e31bc7,NA - 16,Ammonia (total),Water,Waterbody,Emission
comp567d1198,NA - 01,Antimony (and its compounds),Water,Direct Discharge,Emission
compb4e31bc7,NA - 01,Antimony (and its compounds),Water,Waterbody,Emission
comp567d1198,NA - 02,Arsenic,Water,Direct Discharge,Emission
compb4e31bc7,NA - 02,Arsenic,Water,Waterbody,Emission
comp567d1198,NA - 02,Arsenic (and its compounds),Water,Direct Discharge,Emission
compb4e31bc7,NA - 02,Arsenic (and its compounds),Water,Waterbody,Emission
comp567d1198,56-55-3,Benz[a]anthracene,Water,Direct Discharge,Emission
compb4e31bc7,56-55-3,Benz[a]anthracene,Water,Waterbody,Emission
comp567d1198,71-43-2,Benzene,Water,Direct Discharge,Emission
compb4e31bc7,71-43-2,Benzene,Water,Waterbody,Emission
comp567d1198,50-32-8,Benzo[a]pyrene,Water,Direct Discharge,Emission
compb4e31bc7,50-32-8,Benzo[a]pyrene,Water,Waterbody,Emission
comp567d1198,205-99-2,Benzo[b]fluoranthene,Water,Direct Discharge,Emission
compb4e31bc7,205-99-2,Benzo[b]fluoranthene,Water,Waterbody,Emission
comp567d1198,191-24-2,Benzo[ghi]perylene,Water,Direct Discharge,Emission
compb4e31bc7,191-24-2,Benzo[ghi]perylene,Water,Waterbody,Emission
comp567d1198,205-82-3,Benzo[j]fluoranthene,Water,Direct Discharge,Emission
compb4e31bc7,205-82-3,Benzo[j]fluoranthene,Water,Waterbody,Emission
comp567d1198,207-08-9,Benzo[k]fluoranthene,Water,Direct Discharge,Emission
compb4e31bc7,207-08-9,Benzo[k]fluoranthene,Water,Waterbody,Emission
comp567d1198,NA - 03,Cadmium (and its compounds),Water,Direct Discharge,Emission
compb4e31bc7,NA - 03,Cadmium (and its compounds),Water,Waterbody,Emission
comp567d1198,7789-75-5,Calcium fluoride,Water,Direct Discharge,Emission
compb4e31bc7,7789-75-5,Calcium fluoride,Water,Waterbody,Emission
comp567d1198,NA - 04,Chromium (and its compounds),Water,Direct Discharge,Emission
compb4e31bc7,NA - 04,Chromium (and its compounds),Water,Waterbody,Emission
comp567d1198,218-01-9,Chrysene,Water,Direct Discharge,Emission
compb4e31bc7,218-01-9,Chrysene,Water,Waterbody,Emission
