main_id,facility_group_id,company_id,year,flow_type,subflow_type_agg,value_normalized_sum,tech_attr_id,level,geography,reported_company_nrcan,name,facility_type,mining_processing_type,commodities_nrcan,commodity,reference_point,material_type,method,comment,source,source_id,value_%,archetype_id,ore_type,mining_method,mining_submethod,mining_depth
ON-MAIN-687b8c8d,nan,CMP-3a4ccc7f,2023,Energy,Naphtha,2.2042725501008147,TA-687b8c8d-2023-1,Site-specific,Canada,Alamos Gold Inc,Young-Davidson,mining,"Underground, concentrator",Gold,Gold,Crude ore,Mill grade,Reported,Assumed g/t,Data_2023.xlsx,SRC_AlamosGoldInc_Data_2023,0.00022,ARCH-687b8c8d-1,,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
ON-MAIN-687b8c8d,nan,CMP-3a4ccc7f,2023,Energy,Natural gas,77.00082729712197,TA-687b8c8d-2023-1,Site-specific,Canada,Alamos Gold Inc,Young-Davidson,mining,"Underground, concentrator",Gold,Gold,Crude ore,Mill grade,Reported,Assumed g/t,Data_2023.xlsx,SRC_AlamosGoldInc_Data_2023,0.00022,ARCH-687b8c8d-1,,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
ON-MAIN-7607a50e,nan,CMP-3a4ccc7f,2023,Energy,Diesel,481.33063634375685,TA-7607a50e-2023-1,Site-specific,Canada,Alamos Gold Inc,Island,mining,"Underground, concentrator",Gold,Gold,Crude ore,Mill grade,Reported,Assumed g/t,Data_2023.xlsx,SRC_AlamosGoldInc_Data_2023,0.0009480000000000001,ARCH-7607a50e-1,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
ON-MAIN-7607a50e,nan,CMP-3a4ccc7f,2023,Energy,Electricity,762.8471462934616,TA-7607a50e-2023-1,Site-specific,Canada,Alamos Gold Inc,Island,mining,"Underground, concentrator",Gold,Gold,Crude ore,Mill grade,Reported,Assumed g/t,Data_2023.xlsx,SRC_AlamosGoldInc_Data_2023,0.0009480000000000001,ARCH-7607a50e-1,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
ON-MAIN-7607a50e,nan,CMP-3a4ccc7f,2023,Energy,Gasoline,32.81489175595889,TA-7607a50e-2023-1,Site-specific,Canada,Alamos Gold Inc,Island,mining,"Underground, concentrator",Gold,Gold,Crude ore,Mill grade,Reported,Assumed g/t,Data_2023.xlsx,SRC_AlamosGoldInc_Data_2023,0.0009480000000000001,ARCH-7607a50e-1,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
ON-MAIN-7607a50e,nan,CMP-3a4ccc7f,2023,Energy,LPG-Propane,164.03117938625263,TA-7607a50e-2023-1,Site-specific,Canada,Alamos Gold Inc,Island,mining,"Underground, concentrator",Gold,Gold,Crude ore,Mill grade,Reported,Assumed g/t,Data_2023.xlsx,SRC_AlamosGoldInc_Data_2023,0.0009480000000000001,ARCH-7607a50e-1,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
ON-MAIN-c5fefb01,nan,CMP-3d2c4955,2023,Energy,Diesel,239.9020654152803,TA-c5fefb01-2023-1,Site-specific,Canada,Wesdome Gold Mines Ltd,Kiena,mining,"Open-pit, concentrator",Gold,Gold,Crude ore,Head grade,Reported,,2024-MDA-FINAL,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL,0.00059,ARCH-c5fefb01-1,Sulfide,"Open-pit, concentrator",Underground – Stoping – Long-Hole Stoping,
ON-MAIN-c5fefb01,nan,CMP-3d2c4955,2023,Energy,Electricity,804.9092849519743,TA-c5fefb01-2023-1,Site-specific,Canada,Wesdome Gold Mines Ltd,Kiena,mining,"Open-pit, concentrator",Gold,Gold,Crude ore,Head grade,Reported,,2024-MDA-FINAL,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL,0.00059,ARCH-c5fefb01-1,Sulfide,"Open-pit, concentrator",Underground – Stoping – Long-Hole Stoping,
ON-MAIN-c5fefb01,nan,CMP-3d2c4955,2023,Energy,Explosives,10.588653817983971,TA-c5fefb01-2023-1,Site-specific,Canada,Wesdome Gold Mines Ltd,Kiena,mining,"Open-pit, concentrator",Gold,Gold,Crude ore,Head grade,Reported,,2024-MDA-FINAL,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL,0.00059,ARCH-c5fefb01-1,Sulfide,"Open-pit, concentrator",Underground – Stoping – Long-Hole Stoping,
ON-MAIN-c5fefb01,nan,CMP-3d2c4955,2023,Energy,Gasoline,6.441082302718312,TA-c5fefb01-2023-1,Site-specific,Canada,Wesdome Gold Mines Ltd,Kiena,mining,"Open-pit, concentrator",Gold,Gold,Crude ore,Head grade,Reported,,2024-MDA-FINAL,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL,0.00059,ARCH-c5fefb01-1,Sulfide,"Open-pit, concentrator",Underground – Stoping – Long-Hole Stoping,
ON-MAIN-fefeaee4,nan,CMP-4a434d72,2023,Energy,Aviation fuel,437.80789632289157,TA-fefeaee4-2023-1,Site-specific,Canada,Newmont Corporation,Brucejack,mining,"Underground, concentrator","Gold, silver",Ore,Crude ore,Mill ore grade,Reported,,Operating_statistics_2023,SRC_NewmontCorporation_Operating_statistics_2023,0.0005685,ARCH-fefeaee4-1,Oxide or Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
ON-MAIN-fefeaee4,nan,CMP-4a434d72,2023,Energy,Diesel,1729.1713688647112,TA-fefeaee4-2023-1,Site-specific,Canada,Newmont Corporation,Brucejack,mining,"Underground, concentrator","Gold, silver",Ore,Crude ore,Mill ore grade,Reported,,Operating_statistics_2023,SRC_NewmontCorporation_Operating_statistics_2023,0.0005685,ARCH-fefeaee4-1,Oxide or Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
ON-MAIN-fefeaee4,nan,CMP-4a434d72,2023,Energy,Electricity,3947.197001178313,TA-fefeaee4-2023-1,Site-specific,Canada,Newmont Corporation,Brucejack,mining,"Underground, concentrator","Gold, silver",Ore,Crude ore,Mill ore grade,Reported,,Operating_statistics_2023,SRC_NewmontCorporation_Operating_statistics_2023,0.0005685,ARCH-fefeaee4-1,Oxide or Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
ON-MAIN-fefeaee4,nan,CMP-4a434d72,2023,Energy,Gasoline,81.73765060240964,TA-fefeaee4-2023-1,Site-specific,Canada,Newmont Corporation,Brucejack,mining,"Underground, concentrator","Gold, silver",Ore,Crude ore,Mill ore grade,Reported,,Operating_statistics_2023,SRC_NewmontCorporation_Operating_statistics_2023,0.0005685,ARCH-fefeaee4-1,Oxide or Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
ON-MAIN-fefeaee4,nan,CMP-4a434d72,2023,Energy,LPG-Propane,253.55130693161445,TA-fefeaee4-2023-1,Site-specific,Canada,Newmont Corporation,Brucejack,mining,"Underground, concentrator","Gold, silver",Ore,Crude ore,Mill ore grade,Reported,,Operating_statistics_2023,SRC_NewmontCorporation_Operating_statistics_2023,0.0005685,ARCH-fefeaee4-1,Oxide or Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
ON-MAIN-fefeaee4,nan,CMP-4a434d72,2023,Energy,Other,14.12062891566265,TA-fefeaee4-2023-1,Site-specific,Canada,Newmont Corporation,Brucejack,mining,"Underground, concentrator","Gold, silver",Ore,Crude ore,Mill ore grade,Reported,,Operating_statistics_2023,SRC_NewmontCorporation_Operating_statistics_2023,0.0005685,ARCH-fefeaee4-1,Oxide or Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
QC-MAIN-02884fb5,nan,CMP-3d0a95b7,2023,Energy,Diesel,200.14119922630562,TA-02884fb5-2023-1,Site-specific,Canada,IAMGOLD Corporation,Westwood-Doyon,mining,"Underground, concentrator","Gold, silver",Ore,Crude ore,Head grade,Reported,,operational_data.xlsx,SRC_IAMGOLDCorporation_operational_data,0.000303,ARCH-02884fb5-1,Sulfide,"Underground, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",
QC-MAIN-02884fb5,nan,CMP-3d0a95b7,2023,Energy,Electricity,508.65251450676976,TA-02884fb5-2023-1,Site-specific,Canada,IAMGOLD Corporation,Westwood-Doyon,mining,"Underground, concentrator","Gold, silver",Ore,Crude ore,Head grade,Reported,,operational_data.xlsx,SRC_IAMGOLDCorporation_operational_data,0.000303,ARCH-02884fb5-1,Sulfide,"Underground, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",
QC-MAIN-02884fb5,nan,CMP-3d0a95b7,2023,Energy,Explosives,5.6010638297872335,TA-02884fb5-2023-1,Site-specific,Canada,IAMGOLD Corporation,Westwood-Doyon,mining,"Underground, concentrator","Gold, silver",Ore,Crude ore,Head grade,Reported,,operational_data.xlsx,SRC_IAMGOLDCorporation_operational_data,0.000303,ARCH-02884fb5-1,Sulfide,"Underground, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",
QC-MAIN-02884fb5,nan,CMP-3d0a95b7,2023,Energy,Gasoline,3.2406189555125726,TA-02884fb5-2023-1,Site-specific,Canada,IAMGOLD Corporation,Westwood-Doyon,mining,"Underground, concentrator","Gold, silver",Ore,Crude ore,Head grade,Reported,,operational_data.xlsx,SRC_IAMGOLDCorporation_operational_data,0.000303,ARCH-02884fb5-1,Sulfide,"Underground, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",
QC-MAIN-02884fb5,nan,CMP-3d0a95b7,2023,Energy,LPG-Propane,0.031914893617021274,TA-02884fb5-2023-1,Site-specific,Canada,IAMGOLD Corporation,Westwood-Doyon,mining,"Underground, concentrator","Gold, silver",Ore,Crude ore,Head grade,Reported,,operational_data.xlsx,SRC_IAMGOLDCorporation_operational_data,0.000303,ARCH-02884fb5-1,Sulfide,"Underground, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",
QC-MAIN-02884fb5,nan,CMP-3d0a95b7,2023,Energy,Natural gas,61.85522243713733,TA-02884fb5-2023-1,Site-specific,Canada,IAMGOLD Corporation,Westwood-Doyon,mining,"Underground, concentrator","Gold, silver",Ore,Crude ore,Head grade,Reported,,operational_data.xlsx,SRC_IAMGOLDCorporation_operational_data,0.000303,ARCH-02884fb5-1,Sulfide,"Underground, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",
QC-MAIN-9de9bb0d,nan,CMP-3d2c4955,2023,Energy,Diesel,490.50384724224824,TA-9de9bb0d-2023-1,Site-specific,Canada,Wesdome Gold Mines Ltd,Eagle River,mining,"Underground, concentrator",Gold,Gold,Crude ore,Head grade,Reported,,2024-MDA-FINAL,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL,0.00126,ARCH-9de9bb0d-1,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
QC-MAIN-9de9bb0d,nan,CMP-3d2c4955,2023,Energy,Electricity,1176.3424921505477,TA-9de9bb0d-2023-1,Site-specific,Canada,Wesdome Gold Mines Ltd,Eagle River,mining,"Underground, concentrator",Gold,Gold,Crude ore,Head grade,Reported,,2024-MDA-FINAL,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL,0.00126,ARCH-9de9bb0d-1,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
QC-MAIN-9de9bb0d,nan,CMP-3d2c4955,2023,Energy,Explosives,21.758367134264937,TA-9de9bb0d-2023-1,Site-specific,Canada,Wesdome Gold Mines Ltd,Eagle River,mining,"Underground, concentrator",Gold,Gold,Crude ore,Head grade,Reported,,2024-MDA-FINAL,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL,0.00126,ARCH-9de9bb0d-1,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
QC-MAIN-9de9bb0d,nan,CMP-3d2c4955,2023,Energy,Gasoline,56.685846730180984,TA-9de9bb0d-2023-1,Site-specific,Canada,Wesdome Gold Mines Ltd,Eagle River,mining,"Underground, concentrator",Gold,Gold,Crude ore,Head grade,Reported,,2024-MDA-FINAL,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL,0.00126,ARCH-9de9bb0d-1,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
QC-MAIN-9de9bb0d,nan,CMP-3d2c4955,2023,Energy,LPG-Propane,287.2895021717941,TA-9de9bb0d-2023-1,Site-specific,Canada,Wesdome Gold Mines Ltd,Eagle River,mining,"Underground, concentrator",Gold,Gold,Crude ore,Head grade,Reported,,2024-MDA-FINAL,SRC_WesdomeGoldMinesLtd_2024-MDA-FINAL,0.00126,ARCH-9de9bb0d-1,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
QC-MAIN-f9e41c2a,nan,CMP-64d60fd7,2023,Energy,Diesel,228.7794050468799,TA-f9e41c2a-2023-1,Site-specific,Canada,Eldorado Gold,Lamaque,mining,"Underground, concentrator",Gold,Gold,Crude ore,Head grade,Reported,,Data.xlsx,SRC_EldoradoGold_Data,0.000676,ARCH-f9e41c2a-1,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
QC-MAIN-f9e41c2a,nan,CMP-64d60fd7,2023,Energy,Electricity,330.0414232024799,TA-f9e41c2a-2023-1,Site-specific,Canada,Eldorado Gold,Lamaque,mining,"Underground, concentrator",Gold,Gold,Crude ore,Head grade,Reported,,Data.xlsx,SRC_EldoradoGold_Data,0.000676,ARCH-f9e41c2a-1,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
QC-MAIN-f9e41c2a,nan,CMP-64d60fd7,2023,Energy,Gasoline,4.2329670486952224,TA-f9e41c2a-2023-1,Site-specific,Canada,Eldorado Gold,Lamaque,mining,"Underground, concentrator",Gold,Gold,Crude ore,Head grade,Reported,,Data.xlsx,SRC_EldoradoGold_Data,0.000676,ARCH-f9e41c2a-1,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
QC-MAIN-f9e41c2a,nan,CMP-64d60fd7,2023,Energy,LPG-Propane,0.2767112863615925,TA-f9e41c2a-2023-1,Site-specific,Canada,Eldorado Gold,Lamaque,mining,"Underground, concentrator",Gold,Gold,Crude ore,Head grade,Reported,,Data.xlsx,SRC_EldoradoGold_Data,0.000676,ARCH-f9e41c2a-1,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
QC-MAIN-f9e41c2a,nan,CMP-64d60fd7,2023,Energy,Natural gas,91.72502054462029,TA-f9e41c2a-2023-1,Site-specific,Canada,Eldorado Gold,Lamaque,mining,"Underground, concentrator",Gold,Gold,Crude ore,Head grade,Reported,,Data.xlsx,SRC_EldoradoGold_Data,0.000676,ARCH-f9e41c2a-1,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,
nan,GRP-0d911886,CMP-4a434d72,2023,Energy,Diesel,222.1045363406084,TA-GRP-0d911886-2023-1,Facility-group,Canada,Newmont Corporation,Porcupine,mining,x,Gold,Gold,Crude ore,Mill ore grade,Reported,,Operating_statistics_2023,SRC_NewmontCorporation_Operating_statistics_2023,0.0003015,,,,,
nan,GRP-0d911886,CMP-4a434d72,2023,Energy,Electricity,279.97000421158197,TA-GRP-0d911886-2023-1,Facility-group,Canada,Newmont Corporation,Porcupine,mining,x,Gold,Gold,Crude ore,Mill ore grade,Reported,,Operating_statistics_2023,SRC_NewmontCorporation_Operating_statistics_2023,0.0003015,,,,,
nan,GRP-0d911886,CMP-4a434d72,2023,Energy,Gasoline,5.907195637238063,TA-GRP-0d911886-2023-1,Facility-group,Canada,Newmont Corporation,Porcupine,mining,x,Gold,Gold,Crude ore,Mill ore grade,Reported,,Operating_statistics_2023,SRC_NewmontCorporation_Operating_statistics_2023,0.0003015,,,,,
nan,GRP-0d911886,CMP-4a434d72,2023,Energy,LPG-Propane,2.176591573445551,TA-GRP-0d911886-2023-1,Facility-group,Canada,Newmont Corporation,Porcupine,mining,x,Gold,Gold,Crude ore,Mill ore grade,Reported,,Operating_statistics_2023,SRC_NewmontCorporation_Operating_statistics_2023,0.0003015,,,,,
nan,GRP-0d911886,CMP-4a434d72,2023,Energy,Natural gas,57.26726210924081,TA-GRP-0d911886-2023-1,Facility-group,Canada,Newmont Corporation,Porcupine,mining,x,Gold,Gold,Crude ore,Mill ore grade,Reported,,Operating_statistics_2023,SRC_NewmontCorporation_Operating_statistics_2023,0.0003015,,,,,
nan,GRP-147b3123,CMP-48a36546,2023,Energy,Diesel,244.14599745870393,TA-GRP-147b3123-2023-1,Facility-group,Canada,Pan American Silver Corp.,Timmins Operation,x,x,Gold,Gold,Crude ore,Ore grade,Reported,Assumed ore grade,Financial_results,SRC_PanAmericanSilverCorp._Financial_results,0.00027,,,,,
nan,GRP-147b3123,CMP-48a36546,2023,Energy,Electricity,670.6888970775095,TA-GRP-147b3123-2023-1,Facility-group,Canada,Pan American Silver Corp.,Timmins Operation,x,x,Gold,Gold,Crude ore,Ore grade,Reported,Assumed ore grade,Financial_results,SRC_PanAmericanSilverCorp._Financial_results,0.00027,,,,,
nan,GRP-147b3123,CMP-48a36546,2023,Energy,Explosives,4.407115628970774,TA-GRP-147b3123-2023-1,Facility-group,Canada,Pan American Silver Corp.,Timmins Operation,x,x,Gold,Gold,Crude ore,Ore grade,Reported,Assumed ore grade,Financial_results,SRC_PanAmericanSilverCorp._Financial_results,0.00027,,,,,
nan,GRP-147b3123,CMP-48a36546,2023,Energy,Gasoline,1.871728081321474,TA-GRP-147b3123-2023-1,Facility-group,Canada,Pan American Silver Corp.,Timmins Operation,x,x,Gold,Gold,Crude ore,Ore grade,Reported,Assumed ore grade,Financial_results,SRC_PanAmericanSilverCorp._Financial_results,0.00027,,,,,
nan,GRP-147b3123,CMP-48a36546,2023,Energy,Natural gas,101.22337919313851,TA-GRP-147b3123-2023-1,Facility-group,Canada,Pan American Silver Corp.,Timmins Operation,x,x,Gold,Gold,Crude ore,Ore grade,Reported,Assumed ore grade,Financial_results,SRC_PanAmericanSilverCorp._Financial_results,0.00027,,,,,
nan,GRP-14bfbb82,CMP-4a73c5f8,2023,Energy,Diesel,1079.139344262295,TA-GRP-14bfbb82-2023-1,Facility-group,Canada,SSR Mining Inc,Seabee Gold Operation,mining,Underground,Gold,Gold,Crude ore,Mill feed grade,Reported,,FY2024,SRC_SSRMiningInc_FY2024,0.0010140000000000001,ARCH-GRP-14bfbb82-1,Sulfide,Concentrator,Underground – Stoping – Long-Hole Stoping,
nan,GRP-14bfbb82,CMP-4a73c5f8,2023,Energy,Electricity,1597.1724295081967,TA-GRP-14bfbb82-2023-1,Facility-group,Canada,SSR Mining Inc,Seabee Gold Operation,mining,Underground,Gold,Gold,Crude ore,Mill feed grade,Reported,,FY2024,SRC_SSRMiningInc_FY2024,0.0010140000000000001,ARCH-GRP-14bfbb82-1,Sulfide,Concentrator,Underground – Stoping – Long-Hole Stoping,
nan,GRP-14bfbb82,CMP-4a73c5f8,2023,Energy,LPG-Propane,329.3196721311475,TA-GRP-14bfbb82-2023-1,Facility-group,Canada,SSR Mining Inc,Seabee Gold Operation,mining,Underground,Gold,Gold,Crude ore,Mill feed grade,Reported,,FY2024,SRC_SSRMiningInc_FY2024,0.0010140000000000001,ARCH-GRP-14bfbb82-1,Sulfide,Concentrator,Underground – Stoping – Long-Hole Stoping,
