env_id,year,compartment_name,substance_id,flow_direction,release_pathway,unit,value,comment,main_id,facility_group_id,company_id,source_id,value_tonnes_main,value_tonnes_group,value_tonnes_match,value_normalized,normalization_key,unit_normalized,facility_name,province,facility_type,mining_processing_type,commodities,substance_name
npri-4866-2023-19,2023,Air,NA - 02,Emission,Fugitive Emissions,kg,3e-05,,SK-MAIN-60ba74c4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,8164.656,,8164.656,3.674374033639629e-09,main_id,kg/t,McClean Lake,Saskatchewan,mining,Concentrator,U,Arsenic (and its compounds)
npri-4866-2023-20,2023,Air,NA - 03,Emission,Fugitive Emissions,kg,3e-06,,SK-MAIN-60ba74c4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,8164.656,,8164.656,3.674374033639629e-10,main_id,kg/t,McClean Lake,Saskatchewan,mining,Concentrator,U,Cadmium (and its compounds)
npri-4866-2023-21,2023,Air,NA - 05,Emission,Fugitive Emissions,kg,1e-06,,SK-MAIN-60ba74c4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,8164.656,,8164.656,1.224791344546543e-10,main_id,kg/t,McClean Lake,Saskatchewan,mining,Concentrator,U,Cobalt (and its compounds)
npri-4866-2023-22,2023,Air,NA - 06,Emission,Fugitive Emissions,tonnes,2e-06,,SK-MAIN-60ba74c4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,8164.656,,8164.656,2.449582689093086e-10,main_id,tonnes/t,McClean Lake,Saskatchewan,mining,Concentrator,U,Copper (and its compounds)
npri-4866-2023-23,2023,Air,NA - 08,Emission,Fugitive Emissions,kg,1.2e-05,,SK-MAIN-60ba74c4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,8164.656,,8164.656,1.469749613455852e-09,main_id,kg/t,McClean Lake,Saskatchewan,mining,Concentrator,U,Lead (and its compounds)
npri-4866-2023-24,2023,Air,NA - M09,Emission,Fugitive Emissions,tonnes,1.3e-05,,SK-MAIN-60ba74c4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,8164.656,,8164.656,1.592228747910506e-09,main_id,tonnes/t,McClean Lake,Saskatchewan,mining,Concentrator,U,PM10 - Particulate Matter <= 10 Micrometers
npri-4866-2023-25,2023,Air,NA - 12,Emission,Fugitive Emissions,kg,1e-06,,SK-MAIN-60ba74c4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,8164.656,,8164.656,1.224791344546543e-10,main_id,kg/t,McClean Lake,Saskatchewan,mining,Concentrator,U,Selenium (and its compounds)
npri-4866-2023-26,2023,Air,NA - M08,Emission,Fugitive Emissions,tonnes,17.501458,,SK-MAIN-60ba74c4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,8164.656,,8164.656,0.002143563427534485,main_id,tonnes/t,McClean Lake,Saskatchewan,mining,Concentrator,U,Total particulate matter
npri-4866-2023-27,2023,Air,NA - M16,Emission,Fugitive Emissions,tonnes,252.183252,,SK-MAIN-60ba74c4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,8164.656,,8164.656,0.03088718642891997,main_id,tonnes/t,McClean Lake,Saskatchewan,mining,Concentrator,U,Volatile Organic Compounds (Total)
npri-29072-2023-8,2023,Air,630-08-0,Emission,Fugitive Emissions,tonnes,46.65,,BC-MAIN-857b7b89,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,166000.0,,166000.0,0.0002810240963855422,main_id,tonnes/t,Brucejack,British Columbia,mining,"Underground, concentrator","Au, Ag",Carbon monoxide
npri-29072-2023-9,2023,Air,11104-93-1,Emission,Fugitive Emissions,tonnes,10.962,,BC-MAIN-857b7b89,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,166000.0,,166000.0,6.603614457831325e-05,main_id,tonnes/t,Brucejack,British Columbia,mining,"Underground, concentrator","Au, Ag",Nitrogen oxides (expressed as nitrogen dioxide)
npri-29072-2023-10,2023,Air,NA - M09,Emission,Fugitive Emissions,tonnes,1.185,,BC-MAIN-857b7b89,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,166000.0,,166000.0,7.13855421686747e-06,main_id,tonnes/t,Brucejack,British Columbia,mining,"Underground, concentrator","Au, Ag",PM10 - Particulate Matter <= 10 Micrometers
npri-29072-2023-11,2023,Air,NA - M10,Emission,Fugitive Emissions,tonnes,0.265,,BC-MAIN-857b7b89,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,166000.0,,166000.0,1.596385542168675e-06,main_id,tonnes/t,Brucejack,British Columbia,mining,"Underground, concentrator","Au, Ag",PM2.5 - Particulate Matter <= 2.5 Micrometers
npri-29072-2023-12,2023,Air,NA - M08,Emission,Fugitive Emissions,tonnes,2.573,,BC-MAIN-857b7b89,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,166000.0,,166000.0,1.55e-05,main_id,tonnes/t,Brucejack,British Columbia,mining,"Underground, concentrator","Au, Ag",Total particulate matter
npri-33049-2023-17,2023,Air,NA - 02,Emission,Fugitive Emissions,kg,1.066256,,ON-MAIN-8825d90d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,1165551.0,,1165551.0,9.148085326167624e-07,main_id,kg/t,Magino,Ontario,mining,"Open-pit, concentrator","Au, Ag",Arsenic (and its compounds)
npri-33049-2023-18,2023,Air,630-08-0,Emission,Fugitive Emissions,tonnes,70.737,,ON-MAIN-8825d90d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,1165551.0,,1165551.0,6.068975102762555e-05,main_id,tonnes/t,Magino,Ontario,mining,"Open-pit, concentrator","Au, Ag",Carbon monoxide
npri-33049-2023-19,2023,Air,NA - 04,Emission,Fugitive Emissions,tonnes,0.005527,,ON-MAIN-8825d90d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,1165551.0,,1165551.0,4.74196324313565e-09,main_id,tonnes/t,Magino,Ontario,mining,"Open-pit, concentrator","Au, Ag",Chromium (and its compounds)
npri-33049-2023-20,2023,Air,NA - 05,Emission,Fugitive Emissions,kg,2.643879,,ON-MAIN-8825d90d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,1165551.0,,1165551.0,2.268351191839739e-06,main_id,kg/t,Magino,Ontario,mining,"Open-pit, concentrator","Au, Ag",Cobalt (and its compounds)
npri-33049-2023-21,2023,Air,NA - 06,Emission,Fugitive Emissions,tonnes,0.010559,,ON-MAIN-8825d90d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,1165551.0,,1165551.0,9.05923464524504e-09,main_id,tonnes/t,Magino,Ontario,mining,"Open-pit, concentrator","Au, Ag",Copper (and its compounds)
npri-33049-2023-22,2023,Air,NA - 08,Emission,Fugitive Emissions,kg,0.277444,,ON-MAIN-8825d90d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,1165551.0,,1165551.0,2.380367740236163e-07,main_id,kg/t,Magino,Ontario,mining,"Open-pit, concentrator","Au, Ag",Lead (and its compounds)
npri-33049-2023-23,2023,Air,NA - 09,Emission,Fugitive Emissions,tonnes,0.160156,,ON-MAIN-8825d90d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,1165551.0,,1165551.0,1.374079727099029e-07,main_id,tonnes/t,Magino,Ontario,mining,"Open-pit, concentrator","Au, Ag",Manganese (and its compounds)
npri-33049-2023-24,2023,Air,NA - 11,Emission,Fugitive Emissions,tonnes,0.003949,,ON-MAIN-8825d90d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,1165551.0,,1165551.0,3.388097131742841e-09,main_id,tonnes/t,Magino,Ontario,mining,"Open-pit, concentrator","Au, Ag",Nickel (and its compounds)
npri-33049-2023-25,2023,Air,11104-93-1,Emission,Fugitive Emissions,tonnes,0.8322,,ON-MAIN-8825d90d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,1165551.0,,1165551.0,7.139970709132419e-07,main_id,tonnes/t,Magino,Ontario,mining,"Open-pit, concentrator","Au, Ag",Nitrogen oxides (expressed as nitrogen dioxide)
npri-33049-2023-26,2023,Air,NA - M09,Emission,Fugitive Emissions,tonnes,53.345354,,ON-MAIN-8825d90d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,1165551.0,,1165551.0,4.576835676860129e-05,main_id,tonnes/t,Magino,Ontario,mining,"Open-pit, concentrator","Au, Ag",PM10 - Particulate Matter <= 10 Micrometers
npri-33049-2023-27,2023,Air,NA - M10,Emission,Fugitive Emissions,tonnes,9.153672,,ON-MAIN-8825d90d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,1165551.0,,1165551.0,7.853514775415233e-06,main_id,tonnes/t,Magino,Ontario,mining,"Open-pit, concentrator","Au, Ag",PM2.5 - Particulate Matter <= 2.5 Micrometers
npri-33049-2023-28,2023,Air,NA - 12,Emission,Fugitive Emissions,kg,0.272004,,ON-MAIN-8825d90d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,1165551.0,,1165551.0,2.333694535889035e-07,main_id,kg/t,Magino,Ontario,mining,"Open-pit, concentrator","Au, Ag",Selenium (and its compounds)
npri-33049-2023-29,2023,Air,NA - 37,Emission,Fugitive Emissions,kg,0.022304,,ON-MAIN-8825d90d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,1165551.0,,1165551.0,1.913601378232269e-08,main_id,kg/t,Magino,Ontario,mining,"Open-pit, concentrator","Au, Ag",Thallium (and its compounds)
npri-33049-2023-30,2023,Air,NA - M08,Emission,Fugitive Emissions,tonnes,136.932537,,ON-MAIN-8825d90d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,1165551.0,,1165551.0,0.0001174830934038922,main_id,tonnes/t,Magino,Ontario,mining,"Open-pit, concentrator","Au, Ag",Total particulate matter
npri-33049-2023-31,2023,Air,NA - 40,Emission,Fugitive Emissions,tonnes,0.001986,,ON-MAIN-8825d90d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,1165551.0,,1165551.0,1.703915143996273e-09,main_id,tonnes/t,Magino,Ontario,mining,"Open-pit, concentrator","Au, Ag",Vanadium (and its compounds)
npri-33819-2023-5,2023,Air,NA - 02,Emission,Fugitive Emissions,kg,0.052195,,ON-MAIN-7f050560,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,841000.0,,841000.0,6.206302021403092e-08,main_id,kg/t,Red Lake,Ontario,mining,"Underground, concentrator","Au, Ag",Arsenic (and its compounds)
npri-33819-2023-6,2023,Air,NA - 05,Emission,Fugitive Emissions,kg,0.00665,,ON-MAIN-7f050560,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,841000.0,,841000.0,7.907253269916765e-09,main_id,kg/t,Red Lake,Ontario,mining,"Underground, concentrator","Au, Ag",Cobalt (and its compounds)
npri-33819-2023-7,2023,Air,NA - M09,Emission,Fugitive Emissions,tonnes,0.083759,,ON-MAIN-7f050560,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,841000.0,,841000.0,9.959453032104637e-08,main_id,tonnes/t,Red Lake,Ontario,mining,"Underground, concentrator","Au, Ag",PM10 - Particulate Matter <= 10 Micrometers
npri-33819-2023-8,2023,Air,NA - M10,Emission,Fugitive Emissions,tonnes,0.012683,,ON-MAIN-7f050560,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,841000.0,,841000.0,1.508085612366231e-08,main_id,tonnes/t,Red Lake,Ontario,mining,"Underground, concentrator","Au, Ag",PM2.5 - Particulate Matter <= 2.5 Micrometers
npri-5460-2023-13,2023,Air,630-08-0,Emission,Fugitive Emissions,tonnes,227.921,,NL-MAIN-b64bae7a,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,3560000.0,,3560000.0,6.402275280898876e-05,main_id,tonnes/t,Scully,Newfoundland and Labrador,mining,"Open-pit, concentrator",Fe,Carbon monoxide
npri-5460-2023-14,2023,Air,11104-93-1,Emission,Fugitive Emissions,tonnes,53.598,,NL-MAIN-b64bae7a,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,3560000.0,,3560000.0,1.505561797752809e-05,main_id,tonnes/t,Scully,Newfoundland and Labrador,mining,"Open-pit, concentrator",Fe,Nitrogen oxides (expressed as nitrogen dioxide)
npri-5460-2023-15,2023,Air,NA - M09,Emission,Fugitive Emissions,tonnes,26.191,,NL-MAIN-b64bae7a,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,3560000.0,,3560000.0,7.357022471910112e-06,main_id,tonnes/t,Scully,Newfoundland and Labrador,mining,"Open-pit, concentrator",Fe,PM10 - Particulate Matter <= 10 Micrometers
npri-5460-2023-16,2023,Air,NA - M10,Emission,Fugitive Emissions,tonnes,9.142,,NL-MAIN-b64bae7a,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,3560000.0,,3560000.0,2.567977528089888e-06,main_id,tonnes/t,Scully,Newfoundland and Labrador,mining,"Open-pit, concentrator",Fe,PM2.5 - Particulate Matter <= 2.5 Micrometers
npri-5460-2023-17,2023,Air,7446-09-5,Emission,Fugitive Emissions,tonnes,6.7,,NL-MAIN-b64bae7a,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,3560000.0,,3560000.0,1.882022471910112e-06,main_id,tonnes/t,Scully,Newfoundland and Labrador,mining,"Open-pit, concentrator",Fe,Sulphur dioxide
npri-5460-2023-18,2023,Air,NA - M08,Emission,Fugitive Emissions,tonnes,52.996,,NL-MAIN-b64bae7a,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,3560000.0,,3560000.0,1.488651685393259e-05,main_id,tonnes/t,Scully,Newfoundland and Labrador,mining,"Open-pit, concentrator",Fe,Total particulate matter
npri-3356-2023-11,2023,Air,630-08-0,Emission,Fugitive Emissions,tonnes,697.767,,BC-MAIN-bf503b6b,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,17408000.0,,17408000.0,4.008312270220589e-05,main_id,tonnes/t,Highland Valley,British Columbia,mining,"Open-pit, concentrator","Cu, Ag, Mo",Carbon monoxide
npri-3356-2023-12,2023,Air,11104-93-1,Emission,Fugitive Emissions,tonnes,164.18,,BC-MAIN-bf503b6b,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,17408000.0,,17408000.0,9.431295955882353e-06,main_id,tonnes/t,Highland Valley,British Columbia,mining,"Open-pit, concentrator","Cu, Ag, Mo",Nitrogen oxides (expressed as nitrogen dioxide)
npri-3356-2023-13,2023,Air,NA - M09,Emission,Fugitive Emissions,tonnes,2903.201,,BC-MAIN-bf503b6b,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,17408000.0,,17408000.0,0.0001667739545036765,main_id,tonnes/t,Highland Valley,British Columbia,mining,"Open-pit, concentrator","Cu, Ag, Mo",PM10 - Particulate Matter <= 10 Micrometers
npri-3356-2023-14,2023,Air,NA - M10,Emission,Fugitive Emissions,tonnes,1323.423,,BC-MAIN-bf503b6b,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,17408000.0,,17408000.0,7.60238396139706e-05,main_id,tonnes/t,Highland Valley,British Columbia,mining,"Open-pit, concentrator","Cu, Ag, Mo",PM2.5 - Particulate Matter <= 2.5 Micrometers
npri-3356-2023-15,2023,Air,NA - M08,Emission,Fugitive Emissions,tonnes,5660.244,,BC-MAIN-bf503b6b,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,17408000.0,,17408000.0,0.0003251518841911765,main_id,tonnes/t,Highland Valley,British Columbia,mining,"Open-pit, concentrator","Cu, Ag, Mo",Total particulate matter
npri-3356-2023-16,2023,Air,NA - M16,Emission,Fugitive Emissions,tonnes,39.775,,BC-MAIN-bf503b6b,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,17408000.0,,17408000.0,2.284869025735294e-06,main_id,tonnes/t,Highland Valley,British Columbia,mining,"Open-pit, concentrator","Cu, Ag, Mo",Volatile Organic Compounds (Total)
npri-1465-2023-16,2023,Air,NA - 02,Emission,Fugitive Emissions,kg,8.303,,ON-MAIN-de2f9639,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,Clarabelle,Ontario,mining,Concentrator,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Arsenic (and its compounds)
npri-10202-2023-13,2023,Air,NA - 02,Emission,Fugitive Emissions,kg,1.23,,ON-MAIN-48fe2205,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,Garson,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Arsenic (and its compounds)
npri-10203-2023-13,2023,Air,NA - 02,Emission,Fugitive Emissions,kg,0.034,,ON-MAIN-f080c409,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,Copper Cliff Complex,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Arsenic (and its compounds)
npri-11878-2023-13,2023,Air,NA - 02,Emission,Fugitive Emissions,kg,0.01,,ON-MAIN-28f3f0fc,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,Totten,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co",Arsenic (and its compounds)
npri-1465-2023-17,2023,Air,NA - 03,Emission,Fugitive Emissions,kg,1.65,,ON-MAIN-de2f9639,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,Clarabelle,Ontario,mining,Concentrator,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Cadmium (and its compounds)
npri-10201-2023-13,2023,Air,NA - 03,Emission,Fugitive Emissions,kg,0.05,,ON-MAIN-52224e1e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,Creighton,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Cadmium (and its compounds)
npri-10202-2023-14,2023,Air,NA - 03,Emission,Fugitive Emissions,kg,0.19,,ON-MAIN-48fe2205,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,Garson,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Cadmium (and its compounds)
npri-10203-2023-14,2023,Air,NA - 03,Emission,Fugitive Emissions,kg,0.04,,ON-MAIN-f080c409,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,Copper Cliff Complex,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Cadmium (and its compounds)
npri-11878-2023-14,2023,Air,NA - 03,Emission,Fugitive Emissions,kg,0.04,,ON-MAIN-28f3f0fc,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,Totten,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co",Cadmium (and its compounds)
npri-1465-2023-18,2023,Air,75-15-0,Emission,Fugitive Emissions,tonnes,28.218,,ON-MAIN-de2f9639,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Clarabelle,Ontario,mining,Concentrator,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Carbon disulphide
npri-10199-2023-10,2023,Air,630-08-0,Emission,Fugitive Emissions,tonnes,2.04,,ON-MAIN-6e9b2449,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Coleman,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Carbon monoxide
npri-10201-2023-14,2023,Air,630-08-0,Emission,Fugitive Emissions,tonnes,3.56,,ON-MAIN-52224e1e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Creighton,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Carbon monoxide
npri-10202-2023-15,2023,Air,630-08-0,Emission,Fugitive Emissions,tonnes,2.27,,ON-MAIN-48fe2205,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Garson,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Carbon monoxide
npri-10203-2023-15,2023,Air,630-08-0,Emission,Fugitive Emissions,tonnes,0.35,,ON-MAIN-f080c409,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Copper Cliff Complex,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Carbon monoxide
npri-10204-2023-8,2023,Air,630-08-0,Emission,Fugitive Emissions,tonnes,1.47,,ON-MAIN-f080c409,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Copper Cliff Complex,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Carbon monoxide
npri-11878-2023-15,2023,Air,630-08-0,Emission,Fugitive Emissions,tonnes,0.64,,ON-MAIN-28f3f0fc,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Totten,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co",Carbon monoxide
npri-1465-2023-19,2023,Air,NA - 04,Emission,Fugitive Emissions,tonnes,0.006,,ON-MAIN-de2f9639,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Clarabelle,Ontario,mining,Concentrator,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Chromium (and its compounds)
npri-1465-2023-20,2023,Air,NA - 05,Emission,Fugitive Emissions,kg,3.891,,ON-MAIN-de2f9639,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,Clarabelle,Ontario,mining,Concentrator,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Cobalt (and its compounds)
npri-10201-2023-15,2023,Air,NA - 05,Emission,Fugitive Emissions,kg,0.22,,ON-MAIN-52224e1e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,Creighton,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Cobalt (and its compounds)
npri-10202-2023-16,2023,Air,NA - 05,Emission,Fugitive Emissions,kg,13.12,,ON-MAIN-48fe2205,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,Garson,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Cobalt (and its compounds)
npri-10203-2023-16,2023,Air,NA - 05,Emission,Fugitive Emissions,kg,3.99,,ON-MAIN-f080c409,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,Copper Cliff Complex,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Cobalt (and its compounds)
npri-11878-2023-16,2023,Air,NA - 05,Emission,Fugitive Emissions,kg,0.005,,ON-MAIN-28f3f0fc,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,Totten,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co",Cobalt (and its compounds)
npri-1465-2023-21,2023,Air,NA - 06,Emission,Fugitive Emissions,tonnes,0.488,,ON-MAIN-de2f9639,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Clarabelle,Ontario,mining,Concentrator,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Copper (and its compounds)
npri-10199-2023-11,2023,Air,NA - 06,Emission,Fugitive Emissions,tonnes,0.03,,ON-MAIN-6e9b2449,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Coleman,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Copper (and its compounds)
npri-10201-2023-16,2023,Air,NA - 06,Emission,Fugitive Emissions,tonnes,0.01,,ON-MAIN-52224e1e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Creighton,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Copper (and its compounds)
npri-10202-2023-17,2023,Air,NA - 06,Emission,Fugitive Emissions,tonnes,0.59,,ON-MAIN-48fe2205,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Garson,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Copper (and its compounds)
npri-10203-2023-17,2023,Air,NA - 06,Emission,Fugitive Emissions,tonnes,0.09,,ON-MAIN-f080c409,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Copper Cliff Complex,Ontario,mining,Underground,"Ni, Cu, PGMs, Au, Ag, Co, Se, Te",Copper (and its compounds)
