env_id,year,compartment_id,substance_id,flow_direction,release_pathway,unit,value,comment,main_id,facility_group_id,company_id,source_id
ENV-9de9bb0d-2023-8,2023,comp3c458811,NA - 08,Emission,,kg,0.05,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-c5fefb01-2023-8,2023,comp3c458811,NA - 08,Emission,,kg,0.00061,,ON-MAIN-c5fefb01,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-9de9bb0d-2023-9,2023,comp3c458811,NA - 10,Emission,,kg,0.0,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-c5fefb01-2023-9,2023,comp3c458811,NA - 10,Emission,,kg,0.00015,,ON-MAIN-c5fefb01,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-9de9bb0d-2023-10,2023,comp3c458811,10102-44-0,Emission,,t,10.92,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-c5fefb01-2023-10,2023,comp3c458811,10102-44-0,Emission,,t,1.47,,ON-MAIN-c5fefb01,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-9de9bb0d-2023-11,2023,comp3c458811,NA - M09,Emission,,µm/t,9.89,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-c5fefb01-2023-11,2023,comp3c458811,NA - M09,Emission,,µm/t,21.11,,ON-MAIN-c5fefb01,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-9de9bb0d-2023-12,2023,comp3c458811,NA - M10,Emission,,µm/t,2.55,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-c5fefb01-2023-12,2023,comp3c458811,NA - M10,Emission,,µm/t,0.74,,ON-MAIN-c5fefb01,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-9de9bb0d-2023-13,2023,comp3c458811,2025884,Emission,,t,0.61,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-c5fefb01-2023-13,2023,comp3c458811,2025884,Emission,,t,1.14,,ON-MAIN-c5fefb01,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-9de9bb0d-2023-14,2023,comp3c458811,NA - M16,Emission,,t,0.2,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-c5fefb01-2023-14,2023,comp3c458811,NA - M16,Emission,,t,0.99,,ON-MAIN-c5fefb01,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
