env_id,year,compartment_name,substance_id,flow_direction,release_pathway,unit,value,comment,main_id,facility_group_id,company_id,source_id,site_id
GHG-10657-2023-13,2023,Air,10024-97-2,Emission,Industrial Processes,tonnes,,,QC-MAIN-c1cc9f7c,,CMP-ef8ffade,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-c1cc9f7c
GHG-10657-2023-14,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,0.005477,,QC-MAIN-c1cc9f7c,,CMP-ef8ffade,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-c1cc9f7c
GHG-10657-2023-15,2023,Air,10024-97-2,Emission,Wastewater,tonnes,,,QC-MAIN-c1cc9f7c,,CMP-ef8ffade,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-c1cc9f7c
GHG-10669-2023-7,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.25153,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-e7e6a960
GHG-10669-2023-8,2023,Air,10024-97-2,Emission,Industrial Processes,tonnes,,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-e7e6a960
GHG-10669-2023-9,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,1.700019,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-e7e6a960
GHG-10678-2023-7,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.6157,,MB-MAIN-b4ca1426,,CMP-a70130b4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,MB-MAIN-b4ca1426
GHG-10678-2023-8,2023,Air,10024-97-2,Emission,Industrial Processes,tonnes,,,MB-MAIN-b4ca1426,,CMP-a70130b4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,MB-MAIN-b4ca1426
GHG-10678-2023-9,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,0.273975,,MB-MAIN-b4ca1426,,CMP-a70130b4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,MB-MAIN-b4ca1426
GHG-10679-2023-5,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.866753,,BC-MAIN-6b4800fe,,CMP-e35f138c,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,BC-MAIN-6b4800fe
GHG-10679-2023-6,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,17.259097,,BC-MAIN-6b4800fe,,CMP-e35f138c,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,BC-MAIN-6b4800fe
GHG-10722-2023-7,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.125,,QC-MAIN-089f3c60,,CMP-c08ac7d7,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-089f3c60
GHG-10722-2023-8,2023,Air,10024-97-2,Emission,Industrial Processes,tonnes,,,QC-MAIN-089f3c60,,CMP-c08ac7d7,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-089f3c60
GHG-10722-2023-9,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,1.1894,,QC-MAIN-089f3c60,,CMP-c08ac7d7,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-089f3c60
GHG-10738-2023-5,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.284101,,ON-MAIN-bddeaef0,,CMP-a70130b4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-bddeaef0
GHG-10738-2023-6,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,0.0012,,ON-MAIN-bddeaef0,,CMP-a70130b4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-bddeaef0
GHG-10765-2023-9,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.778485,,ON-MAIN-aeafbb59,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-aeafbb59
GHG-10765-2023-10,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,2.169,,ON-MAIN-aeafbb59,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-aeafbb59
GHG-10765-2023-11,2023,Air,10024-97-2,Emission,Waste,tonnes,0.07349,,ON-MAIN-aeafbb59,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-aeafbb59
GHG-10765-2023-12,2023,Air,10024-97-2,Emission,Wastewater,tonnes,0.0003,,ON-MAIN-aeafbb59,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-aeafbb59
GHG-10785-2023-3,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,4.7607,,BC-MAIN-23155c25,,CMP-05423572,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,BC-MAIN-23155c25
GHG-10810-2023-7,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,3.01,,NL-MAIN-d9036091,,CMP-9617aef4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NL-MAIN-d9036091
GHG-10810-2023-8,2023,Air,10024-97-2,Emission,Industrial Processes,tonnes,,,NL-MAIN-d9036091,,CMP-9617aef4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NL-MAIN-d9036091
GHG-10810-2023-9,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,0.4,,NL-MAIN-d9036091,,CMP-9617aef4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NL-MAIN-d9036091
GHG-10835-2023-9,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.17689,,NU-MAIN-5154702a,,CMP-336d5ebc,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NU-MAIN-5154702a
GHG-10835-2023-10,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,5.26807,,NU-MAIN-5154702a,,CMP-336d5ebc,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NU-MAIN-5154702a
GHG-10835-2023-11,2023,Air,10024-97-2,Emission,Waste,tonnes,0.00795,,NU-MAIN-5154702a,,CMP-336d5ebc,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NU-MAIN-5154702a
GHG-10835-2023-12,2023,Air,10024-97-2,Emission,Wastewater,tonnes,0.000109,,NU-MAIN-5154702a,,CMP-336d5ebc,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NU-MAIN-5154702a
GHG-10857-2023-5,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.635,,ON-MAIN-6e9be24e,,CMP-84fc7d46,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-6e9be24e
GHG-10857-2023-6,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,0.0822,,ON-MAIN-6e9be24e,,CMP-84fc7d46,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-6e9be24e
GHG-10863-2023-9,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.76321,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NU-MAIN-8b0264c9
GHG-10863-2023-10,2023,Air,10024-97-2,Emission,Industrial Processes,tonnes,,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NU-MAIN-8b0264c9
GHG-10863-2023-11,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,2.999509,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NU-MAIN-8b0264c9
GHG-10863-2023-12,2023,Air,10024-97-2,Emission,Waste,tonnes,5.65719,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NU-MAIN-8b0264c9
GHG-10873-2023-7,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.245,,BC-MAIN-857b7b89,,CMP-4a434d72,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,BC-MAIN-857b7b89
GHG-10873-2023-8,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,0.15,,BC-MAIN-857b7b89,,CMP-4a434d72,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,BC-MAIN-857b7b89
GHG-10873-2023-9,2023,Air,10024-97-2,Emission,Wastewater,tonnes,0.01063,,BC-MAIN-857b7b89,,CMP-4a434d72,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,BC-MAIN-857b7b89
GHG-10904-2023-5,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.234,,QC-MAIN-b86f7d07,,CMP-7e360a1f,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-b86f7d07
GHG-10904-2023-6,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,2.452,,QC-MAIN-b86f7d07,,CMP-7e360a1f,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-b86f7d07
GHG-10907-2023-5,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.46,,QC-MAIN-a555d9b9,,CMP-f0009ac4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-a555d9b9
GHG-10907-2023-6,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,2.203,,QC-MAIN-a555d9b9,,CMP-f0009ac4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-a555d9b9
GHG-10911-2023-5,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.055,,QC-MAIN-02884fb5,,CMP-3d0a95b7,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-02884fb5
GHG-10911-2023-6,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,4.942,,QC-MAIN-02884fb5,,CMP-3d0a95b7,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-02884fb5
GHG-10917-2023-9,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.306,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-687b8c8d
GHG-10917-2023-10,2023,Air,10024-97-2,Emission,Industrial Processes,tonnes,,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-687b8c8d
GHG-10917-2023-11,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,0.141,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-687b8c8d
GHG-10917-2023-12,2023,Air,10024-97-2,Emission,Waste,tonnes,0.032,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-687b8c8d
GHG-10924-2023-7,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.192,,ON-MAIN-3b3e5365,,CMP-4a434d72,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-3b3e5365
GHG-10924-2023-8,2023,Air,10024-97-2,Emission,Industrial Processes,tonnes,,,ON-MAIN-3b3e5365,,CMP-4a434d72,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-3b3e5365
GHG-10924-2023-9,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,0.3459,,ON-MAIN-3b3e5365,,CMP-4a434d72,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-3b3e5365
GHG-10926-2023-5,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,1.316,,ON-MAIN-a3c56a83,,CMP-967076a1,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-a3c56a83
GHG-10926-2023-6,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,3.053,,ON-MAIN-a3c56a83,,CMP-967076a1,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-a3c56a83
GHG-11368-2023-7,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.2466,,ON-MAIN-387b06fe,,CMP-a72e0313,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-387b06fe
GHG-11368-2023-8,2023,Air,10024-97-2,Emission,Industrial Processes,tonnes,,,ON-MAIN-387b06fe,,CMP-a72e0313,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-387b06fe
GHG-11368-2023-9,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,0.0421,,ON-MAIN-387b06fe,,CMP-a72e0313,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-387b06fe
GHG-11375-2023-5,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.198,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-7607a50e
GHG-11375-2023-6,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,0.08,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-7607a50e
GHG-11382-2023-7,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,14.235333,,QC-MAIN-5ce331b8,,CMP-d87d1101,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-5ce331b8
GHG-11382-2023-8,2023,Air,10024-97-2,Emission,Industrial Processes,tonnes,,,QC-MAIN-5ce331b8,,CMP-d87d1101,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-5ce331b8
GHG-11382-2023-9,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,13.560123,,QC-MAIN-5ce331b8,,CMP-d87d1101,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-5ce331b8
GHG-11496-2023-7,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.49,,ON-MAIN-0aadf28f,,CMP-d94be190,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-0aadf28f
GHG-11496-2023-8,2023,Air,10024-97-2,Emission,Industrial Processes,tonnes,,,ON-MAIN-0aadf28f,,CMP-d94be190,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-0aadf28f
GHG-11496-2023-9,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,9.814,,ON-MAIN-0aadf28f,,CMP-d94be190,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-0aadf28f
GHG-11723-2023-7,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.1887,,ON-MAIN-2e13aaa0,,CMP-9617aef4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-2e13aaa0
GHG-11723-2023-8,2023,Air,10024-97-2,Emission,Industrial Processes,tonnes,,,ON-MAIN-2e13aaa0,,CMP-9617aef4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-2e13aaa0
GHG-11723-2023-9,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,0.00205,,ON-MAIN-2e13aaa0,,CMP-9617aef4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-2e13aaa0
GHG-11736-2023-9,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.05886,,QC-MAIN-dc1a16f9,,CMP-9f967ad1,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-dc1a16f9
GHG-11736-2023-10,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,1.899,,QC-MAIN-dc1a16f9,,CMP-9f967ad1,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-dc1a16f9
GHG-11736-2023-11,2023,Air,10024-97-2,Emission,Waste,tonnes,0.004,,QC-MAIN-dc1a16f9,,CMP-9f967ad1,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-dc1a16f9
GHG-11736-2023-12,2023,Air,10024-97-2,Emission,Wastewater,tonnes,0.0004,,QC-MAIN-dc1a16f9,,CMP-9f967ad1,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-dc1a16f9
GHG-11765-2023-5,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.263168,,ON-MAIN-4c35e094,,CMP-3775c12e,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-4c35e094
GHG-11765-2023-6,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,0.01955,,ON-MAIN-4c35e094,,CMP-3775c12e,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-4c35e094
GHG-11770-2023-5,2023,Air,10024-97-2,Emission,Stationary Fuel Combustion,tonnes,0.076,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-c0660aec
GHG-11770-2023-6,2023,Air,10024-97-2,Emission,On-site Transportation,tonnes,3.682,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-c0660aec
