Commodity,Climate change HH LT (DALY),Climate change HH ST (DALY),Human toxicity cancer LT (DALY),Human toxicity cancer ST (DALY),Human toxicity non-cancer LT (DALY),Human toxicity non-cancer ST (DALY),Ionizing radiations HH (DALY),Ozone layer depletion (DALY),Particulate matter formation (DALY),Photochemical ozone HH (DALY),Water availability HH (DALY)
Casa Berardi,0.08242047725340865,0.0261078384801098,0.0001384778089008772,0.001491832351262583,0.0008377087959683952,0.011530167882573432,2.2481007542159714e-05,3.743305485654045e-07,0.0021778425904716062,2.7834085089748078e-08,1.5348210797826856e-06
Hemlo,0.052609708590295304,0.016511924313810447,5.160148607920353e-05,0.0031305739941441344,0.0011454348108336904,0.0014878527739029346,0.00046390488363631376,2.45746995089595e-07,0.0035083403953324417,0.00010633338266540486,6.285145421326644e-07
Meliadine,0.07853728128555537,0.023706450235216777,2.316571030310566e-05,0.001758210045628055,0.0006987404340360987,0.0009528861191856531,3.4634198767679385e-06,6.140335877704942e-08,0.021331600977934042,0.0008655728045042247,1.17906571364478e-06
Rainy River,0.22909951396593797,0.07337588581485727,0.0001840476850661195,0.007607422373996371,0.005028162054223554,0.001858266149065166,0.0027514316106952,1.0717033558355227e-06,0.000821864849963974,3.5410034947312176e-05,6.684096313106815e-06
Meadowbank complex,0.12252269798565786,0.03920417622535393,5.4712329162087284e-05,0.003008703881446708,0.001445823475216963,0.0023301151288062675,7.0421421577981145e-06,7.212152295141024e-07,0.03273161676286924,0.0012433367067751914,2.4741034018104196e-06
Porcupine complex,0.10916240522607644,0.033382686043488555,4.737155710750406e-05,0.002949881830525662,0.0012457107425898866,0.004881547689948023,0.0006664073962878524,4.0971507046928474e-07,0.0005744346682431819,2.4978232927852526e-05,8.5049586310075e-07
Canadian Malartic,0.07914607300737864,0.02503031357225406,0.00010389772890741824,0.006162220074115746,0.0017315025463523245,0.0006736335005684223,2.0334588737153357e-05,3.6735916624449793e-07,0.005354316460031728,0.00019242409581733406,1.1785090599602768e-06
Detour Lake,0.15421021008785754,0.04922507060019352,0.00013511127645654796,0.0111668364675119,0.003708985189052935,0.0012942652766997763,0.0009569846657959992,7.672824785945999e-07,0.010148950631076972,0.00036603092084100077,2.7870092623556654e-06
Kiena,0.038868662510858555,0.012682553780866109,2.08473116484956e-05,0.0005025884050157648,0.0006194293303425694,0.0002999751173268185,1.532294361487152e-05,2.236459150506255e-07,0.00011344973320957211,1.118804470419078e-06,1.4265385111248487e-06
Brucejack,0.2742791999501004,0.08621437365730836,0.00010723676153010215,0.0040343282116117735,0.0030715081844039896,0.0012159030687834325,3.975616779290483e-05,1.7994232141504564e-06,0.011286986224174959,0.0004997241998503165,1.2763738762600085e-06
Eagle River,0.0485566405373982,0.01555606621342159,3.173417462013394e-05,0.0005911909025221761,0.0008131770010735673,0.00046421041234743777,0.0004289131757662574,2.378855033718303e-07,0.0061913893476342975,0.0002731583832453191,1.5351555867916376e-06
Éléonore,0.048898852929113674,0.01587347740694832,5.552209091705387e-05,0.0038826764389355236,0.0011305651849713829,0.0017515128608670892,2.044972207513289e-05,2.512837451336224e-07,0.0018265880818979694,7.83123658319902e-05,4.996894716786734e-07
Goldex (Au),0.06758375603868251,0.022144959810120702,6.994720313770452e-05,0.006741357052518325,0.002139673113462169,0.0008466013126936421,3.027738256238223e-05,2.8885817794022405e-07,0.0008066360369943777,8.589826783116863e-07,2.116462433443207e-06
Island,0.04426893168465739,0.013948916132067706,3.163432876673525e-05,0.0005269341542126282,0.0006158753211790218,0.0012459968259623398,0.0006068133467730833,2.5952733037195953e-07,0.013487598756842127,0.0005763096303283526,3.907251201298696e-07
LaRonde (Doré),0.03938143918033269,0.012715123925410174,2.7306908487287175e-05,0.0015885087006226209,0.0006820918568274316,0.0005311048882506728,2.230835667369192e-05,1.908706944788873e-07,0.001203338817554053,2.0763135180444645e-05,5.180312493652517e-07
Macassa,0.11855543853768097,0.03984405278315096,0.00011659854583020499,0.002857705485553315,0.003362346898621593,0.002442287488576297,0.0003056997996504968,4.558897616448729e-07,0.0032172574703864336,0.00011209077858513822,9.051829746830603e-06
Musselwhite,0.06014405635062408,0.01900675413048603,3.78711200556474e-05,0.0017668420805916573,0.000999845967429871,0.0012352753114891054,0.0006795103268053111,3.609224600435716e-07,0.006508291677536802,0.00028502325543506223,5.299190063700284e-07
Red Lake,0.0744977679512774,0.023206285148779777,4.597479852460118e-05,0.0034972562028223893,0.0011956733904401023,0.013904599722522466,0.0006402886665283046,3.540070487154711e-07,0.0001398798321525891,4.529488061669744e-06,6.51669156930256e-07
Seabee Gold Operation,0.32361359233071324,0.09726099568231043,0.00015065954238060013,0.0021165696979470057,0.00419346223020511,0.0012474132654839965,6.351640762370774e-06,9.556310897355575e-07,0.0011963735262765795,5.146910462386501e-05,4.10827875246578e-07
Snow Lake (Doré),0.06580498716970337,0.02050509789085859,4.9523644551171286e-05,0.0014315185370442917,0.001499814266954999,0.0018816611055198962,1.9700006014585624e-05,1.781137791257489e-07,0.0007051044202782973,2.2755697480137855e-08,2.5240030921735254e-07
Timmins Operation,0.2006328716125299,0.061633634852197375,0.0022875040235919367,0.07830762902032434,0.013438029638203463,1.2303438740252757,0.001327932151230002,8.433347956530093e-07,0.0052019839809189766,0.00013778710811001964,1.4991503226895924e-06
Westwood-Doyon,0.056653930934114714,0.01874092177740485,3.150580016020416e-05,0.0008347789462160283,0.0009676423826651735,0.00047604524506864195,2.3114771293579324e-05,2.7609181900781405e-07,4.055453605012199e-05,1.6958553304766639e-06,2.0426419048906154e-06
Nunavik Nickel,5.372410358890645e-06,1.6710520650130486e-06,8.041337912058496e-09,1.2926212302285384e-06,2.441558861753233e-07,4.767831670364028e-08,9.622354749202288e-10,1.7465857848115185e-11,4.5417975736714593e-07,2.0110299594079924e-08,2.4729923960942195e-11
Thompson,5.356230103242943e-06,1.6445289474312691e-06,2.970770096805418e-07,1.2733321996343546e-06,1.5995871290974263e-07,2.3580650134720552e-06,5.03690778306411e-10,1.7078849625688865e-11,1.9627923623514433e-07,6.885482083392529e-09,1.660719277642149e-11
Voisey's Bay,1.6403913084620983e-05,5.153776295950859e-06,1.5552629045609006e-08,7.459690738077038e-07,1.8828823174146934e-07,1.0012586608576677e-07,4.691477068808039e-10,7.719813883775802e-11,4.755829528174286e-06,1.747978419746398e-07,3.6210866879898894e-11
Raglan,8.511073895476801e-06,2.632032815150578e-06,1.4374488506755376e-08,7.239527878324911e-07,1.5306973198267216e-07,3.781291621528643e-08,1.8038461327367244e-09,3.78836839095766e-11,1.7196383584160597e-06,7.616086711618201e-08,3.010659994210249e-11
Gibraltar (Mo),3.684434824279067e-05,1.1552946728734574e-05,2.9087218537487874e-08,3.5177198510325455e-06,8.733339250683806e-07,2.43037306653312e-07,4.188739465943515e-09,1.629451401154325e-10,6.060582276135295e-07,2.6830881008465087e-08,3.3965146055781964e-10
Highland Valley (Mo),2.2943541680428384e-05,7.107203993395802e-06,1.0233136982789153e-08,1.1392173080647766e-06,3.0003841643254945e-07,1.060491555839756e-07,1.4748374194440614e-09,9.194227237142708e-11,2.6523784909714816e-07,1.1655992534676782e-08,1.355518902923934e-10
Kidd Creek (Zn),7.614228882294626e-07,2.2311448826627968e-07,1.7081407310919502e-10,2.47877834159483e-08,2.756042492624559e-08,1.2822061900598411e-08,1.3880795089347662e-11,2.2836637633782135e-13,6.477570258208475e-08,2.867915265677284e-09,1.9189966776336735e-12
LaRonde (Zn),1.9612081626281776e-06,6.332172052264659e-07,1.359892712094845e-09,7.9108236576659e-08,3.3968391286425825e-08,2.6449192157825547e-08,1.1109632608294764e-09,9.505421091198938e-12,5.992665398918938e-08,1.0340106841861162e-09,2.5798122130061374e-11
Snow Lake (Zn),3.277109148398599e-06,1.0211603524920264e-06,2.4662931474258077e-09,7.129007571666586e-08,7.46912244428533e-08,9.370731638211237e-08,9.810665243811115e-10,8.870122428242034e-12,3.511442305999074e-08,1.1332409272690544e-12,1.2569615361999083e-11
Key Lake + McArthur River,0.00014804359646821555,4.535916204205054e-05,1.485723967948542e-07,7.780248460578112e-07,2.102369552829476e-06,1.1832811375502765e-06,2.2880649429207273e-09,5.549159241602126e-10,2.219326767902544e-06,4.7653316809365126e-08,1.641383510162618e-10
Cigar Lake + McClean Lake,8.111712173916712e-05,2.4947964953810653e-05,4.868651023777404e-08,5.771810248889728e-07,1.177738961161633e-06,4.2296285031228705e-06,1.2605174403713763e-09,3.04728416175815e-10,1.1645460368135918e-06,1.5651379893089832e-08,8.995976190731361e-11
Market for Doré,0.09059905041043823,0.028682410295550284,0.00011404135542676761,0.005408171284886925,0.001961552131639175,0.026022854784668925,0.0003372370470198283,3.9630764608250097e-07,0.007063654030077896,0.00026290476720984465,1.6475741620717617e-06
Market for Cu concentrate,7.501335180296699e-06,2.335776320700352e-06,4.9384786534511105e-09,4.98884632965249e-07,1.4022951178092153e-07,1.2647681288805667e-07,7.585056440223437e-10,3.21891287896223e-11,2.559331970882733e-07,1.1103886195507484e-08,5.346412748203485e-11
Market for Ni concentrate,5.37050635824906e-06,1.6715210047805082e-06,2.315615727916498e-08,7.743500884779419e-07,1.4900202291566625e-07,1.625054493673542e-07,7.548173313656494e-10,2.1353513099944916e-11,9.18807908581687e-07,3.727146806271065e-08,1.9132467996683696e-11
Market for U concentrate,0.00010979989932546128,3.369562167917809e-05,9.149474920989827e-08,6.632569663034684e-07,1.57400925376951e-06,2.9240511738176213e-06,1.70089498340506e-09,4.1195164403019566e-10,1.6165949607628784e-06,2.936649631704557e-08,1.2175058880795773e-10
Market for Mo concentrate,2.8187709829949654e-05,8.784388863858956e-06,1.7345959791599186e-08,2.0365225991951067e-06,5.163178123916196e-07,1.577288113993942e-07,2.4986743176358444e-09,1.1872855817990356e-10,3.938145159045776e-07,1.7380816231040352e-08,2.1254975807187448e-10
Market for Zn concentrate,1.920466931418242e-06,5.938567137185346e-07,1.2457578532397114e-09,4.9047118192973634e-08,4.7554225792781174e-08,4.794237778075754e-08,5.235443711455275e-10,4.7313122614542325e-12,5.078005198452905e-08,1.4426376845798826e-09,8.607058016263952e-12
